"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR95786"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035302_Candida_fragi@Seq_1784"	"yHMPu5000035302_Candida_fragi@Seq_1784"	"yHMPu5000035302_Candida_fragi@Seq_1784"	"yHMPu5000035302_Candida_fragi@Seq_1784"
"MNXR106335"	"RAVEN_kegg"	"yHMPu5000035302_Candida_fragi@Seq_2446 or yHMPu5000035302_Candida_fragi@Seq_1208"	NA	""	"yHMPu5000035302_Candida_fragi@Seq_2446;yHMPu5000035302_Candida_fragi@Seq_1208"
"MNXR96455"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035302_Candida_fragi@Seq_125 or yHMPu5000035302_Candida_fragi@Seq_1473"	"yHMPu5000035302_Candida_fragi@Seq_125 or yHMPu5000035302_Candida_fragi@Seq_1473"	"yHMPu5000035302_Candida_fragi@Seq_125;yHMPu5000035302_Candida_fragi@Seq_1473"	"yHMPu5000035302_Candida_fragi@Seq_125;yHMPu5000035302_Candida_fragi@Seq_1473"
"MNXR95163"	"RAVEN_kegg"	"yHMPu5000035302_Candida_fragi@Seq_1644"	NA	""	"yHMPu5000035302_Candida_fragi@Seq_1644"
"MNXR102428"	"RAVEN_kegg"	"yHMPu5000035302_Candida_fragi@Seq_4490 or yHMPu5000035302_Candida_fragi@Seq_2017 or yHMPu5000035302_Candida_fragi@Seq_2829 or yHMPu5000035302_Candida_fragi@Seq_2446 or yHMPu5000035302_Candida_fragi@Seq_1208"	NA	""	"yHMPu5000035302_Candida_fragi@Seq_4490;yHMPu5000035302_Candida_fragi@Seq_2017;yHMPu5000035302_Candida_fragi@Seq_2829;yHMPu5000035302_Candida_fragi@Seq_2446;yHMPu5000035302_Candida_fragi@Seq_1208"
"MNXR100245"	"RAVEN_kegg"	"yHMPu5000035302_Candida_fragi@Seq_280"	NA	""	"yHMPu5000035302_Candida_fragi@Seq_280"
"MNXR95628"	"RAVEN_kegg"	"yHMPu5000035302_Candida_fragi@Seq_3808 or yHMPu5000035302_Candida_fragi@Seq_4781"	NA	""	"yHMPu5000035302_Candida_fragi@Seq_3808;yHMPu5000035302_Candida_fragi@Seq_4781"
"MNXR106343"	"RAVEN_kegg"	"yHMPu5000035302_Candida_fragi@Seq_3238 or yHMPu5000035302_Candida_fragi@Seq_168 or yHMPu5000035302_Candida_fragi@Seq_386"	NA	""	"yHMPu5000035302_Candida_fragi@Seq_3238;yHMPu5000035302_Candida_fragi@Seq_168;yHMPu5000035302_Candida_fragi@Seq_386"
"MNXR101350"	"RAVEN_kegg"	"yHMPu5000035302_Candida_fragi@Seq_4969"	NA	""	"yHMPu5000035302_Candida_fragi@Seq_4969"
"MNXR103095"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035302_Candida_fragi@Seq_1072"	"yHMPu5000035302_Candida_fragi@Seq_1072"	"yHMPu5000035302_Candida_fragi@Seq_1072"	"yHMPu5000035302_Candida_fragi@Seq_1072"
