"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR95786"	"RAVEN_kegg;RAVEN_biocyc"	"Hanseniaspora_valbyensis@Seq_2816"	"Hanseniaspora_valbyensis@Seq_2816"	"Hanseniaspora_valbyensis@Seq_2816"	"Hanseniaspora_valbyensis@Seq_2816"
"MNXR106335"	"RAVEN_kegg"	"Hanseniaspora_valbyensis@Seq_5001 or Hanseniaspora_valbyensis@Seq_229"	NA	""	"Hanseniaspora_valbyensis@Seq_5001;Hanseniaspora_valbyensis@Seq_229"
"MNXR96455"	"RAVEN_kegg;RAVEN_biocyc"	"Hanseniaspora_valbyensis@Seq_3031"	"Hanseniaspora_valbyensis@Seq_3031"	"Hanseniaspora_valbyensis@Seq_3031"	"Hanseniaspora_valbyensis@Seq_3031"
"MNXR95163"	"RAVEN_kegg"	"Hanseniaspora_valbyensis@Seq_786"	NA	""	"Hanseniaspora_valbyensis@Seq_786"
"MNXR102428"	"RAVEN_kegg"	"Hanseniaspora_valbyensis@Seq_3276 or Hanseniaspora_valbyensis@Seq_3558 or Hanseniaspora_valbyensis@Seq_2308 or Hanseniaspora_valbyensis@Seq_2916 or Hanseniaspora_valbyensis@Seq_2665 or Hanseniaspora_valbyensis@Seq_5001 or Hanseniaspora_valbyensis@Seq_229"	NA	""	"Hanseniaspora_valbyensis@Seq_3276;Hanseniaspora_valbyensis@Seq_3558;Hanseniaspora_valbyensis@Seq_2308;Hanseniaspora_valbyensis@Seq_2916;Hanseniaspora_valbyensis@Seq_2665;Hanseniaspora_valbyensis@Seq_5001;Hanseniaspora_valbyensis@Seq_229"
"MNXR100245"	"RAVEN_kegg"	"Hanseniaspora_valbyensis@Seq_4632"	NA	""	"Hanseniaspora_valbyensis@Seq_4632"
"MNXR106343"	"RAVEN_kegg"	"Hanseniaspora_valbyensis@Seq_1438 or Hanseniaspora_valbyensis@Seq_4827 or Hanseniaspora_valbyensis@Seq_1359"	NA	""	"Hanseniaspora_valbyensis@Seq_1438;Hanseniaspora_valbyensis@Seq_4827;Hanseniaspora_valbyensis@Seq_1359"
"MNXR103095"	"RAVEN_kegg;RAVEN_biocyc"	"Hanseniaspora_valbyensis@Seq_3728"	"Hanseniaspora_valbyensis@Seq_3728"	"Hanseniaspora_valbyensis@Seq_3728"	"Hanseniaspora_valbyensis@Seq_3728"
"MNXR103430"	"RAVEN_kegg;RAVEN_biocyc"	"Hanseniaspora_valbyensis@Seq_2594"	"Hanseniaspora_valbyensis@Seq_2594"	"Hanseniaspora_valbyensis@Seq_2594"	"Hanseniaspora_valbyensis@Seq_2594"
"MNXR96043"	"RAVEN_kegg"	"Hanseniaspora_valbyensis@Seq_3259 or Hanseniaspora_valbyensis@Seq_2348"	NA	""	"Hanseniaspora_valbyensis@Seq_3259;Hanseniaspora_valbyensis@Seq_2348"
"MNXR100658"	"RAVEN_kegg;RAVEN_biocyc"	"Hanseniaspora_valbyensis@Seq_3139"	"Hanseniaspora_valbyensis@Seq_3139"	"Hanseniaspora_valbyensis@Seq_3139"	"Hanseniaspora_valbyensis@Seq_3139"
"MNXR96131"	"RAVEN_kegg;RAVEN_biocyc"	"Hanseniaspora_valbyensis@Seq_2185 or Hanseniaspora_valbyensis@Seq_4920 or Hanseniaspora_valbyensis@Seq_4022 or Hanseniaspora_valbyensis@Seq_4353 or Hanseniaspora_valbyensis@Seq_2491 or Hanseniaspora_valbyensis@Seq_4985 or Hanseniaspora_valbyensis@Seq_3388"	"Hanseniaspora_valbyensis@Seq_362"	""	"Hanseniaspora_valbyensis@Seq_2185;Hanseniaspora_valbyensis@Seq_4920;Hanseniaspora_valbyensis@Seq_4022;Hanseniaspora_valbyensis@Seq_4353;Hanseniaspora_valbyensis@Seq_2491;Hanseniaspora_valbyensis@Seq_4985;Hanseniaspora_valbyensis@Seq_3388;Hanseniaspora_valbyensis@Seq_362"
"MNXR95444"	"RAVEN_kegg"	"Hanseniaspora_valbyensis@Seq_57"	NA	""	"Hanseniaspora_valbyensis@Seq_57"
"MNXR100289"	"RAVEN_kegg;RAVEN_biocyc"	"Hanseniaspora_valbyensis@Seq_4632 or Hanseniaspora_valbyensis@Seq_3817"	"Hanseniaspora_valbyensis@Seq_3817 or Hanseniaspora_valbyensis@Seq_4632"	"Hanseniaspora_valbyensis@Seq_4632;Hanseniaspora_valbyensis@Seq_3817"	"Hanseniaspora_valbyensis@Seq_4632;Hanseniaspora_valbyensis@Seq_3817"
"MNXR100097"	"RAVEN_kegg"	"Hanseniaspora_valbyensis@Seq_2105"	NA	""	"Hanseniaspora_valbyensis@Seq_2105"
"MNXR106388"	"RAVEN_kegg;RAVEN_biocyc"	"Hanseniaspora_valbyensis@Seq_391 or Hanseniaspora_valbyensis@Seq_1919"	"Hanseniaspora_valbyensis@Seq_1919"	"Hanseniaspora_valbyensis@Seq_1919"	"Hanseniaspora_valbyensis@Seq_391;Hanseniaspora_valbyensis@Seq_1919"
"MNXR101888"	"RAVEN_kegg"	"Hanseniaspora_valbyensis@Seq_3821 or Hanseniaspora_valbyensis@Seq_218"	NA	""	"Hanseniaspora_valbyensis@Seq_3821;Hanseniaspora_valbyensis@Seq_218"
