"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR95786"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_shivogae@Seq_1074"	"Metschnikowia_shivogae@Seq_1074"	"Metschnikowia_shivogae@Seq_1074"	"Metschnikowia_shivogae@Seq_1074"
"MNXR106335"	"RAVEN_kegg"	"Metschnikowia_shivogae@Seq_3785 or Metschnikowia_shivogae@Seq_3720"	NA	""	"Metschnikowia_shivogae@Seq_3785;Metschnikowia_shivogae@Seq_3720"
"MNXR96455"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_shivogae@Seq_2660"	"Metschnikowia_shivogae@Seq_2660"	"Metschnikowia_shivogae@Seq_2660"	"Metschnikowia_shivogae@Seq_2660"
"MNXR95163"	"RAVEN_kegg"	"Metschnikowia_shivogae@Seq_866"	NA	""	"Metschnikowia_shivogae@Seq_866"
"MNXR102428"	"RAVEN_kegg"	"Metschnikowia_shivogae@Seq_3406 or Metschnikowia_shivogae@Seq_4862 or Metschnikowia_shivogae@Seq_1630 or Metschnikowia_shivogae@Seq_3785 or Metschnikowia_shivogae@Seq_3720"	NA	""	"Metschnikowia_shivogae@Seq_3406;Metschnikowia_shivogae@Seq_4862;Metschnikowia_shivogae@Seq_1630;Metschnikowia_shivogae@Seq_3785;Metschnikowia_shivogae@Seq_3720"
"MNXR100245"	"RAVEN_kegg"	"Metschnikowia_shivogae@Seq_2028"	NA	""	"Metschnikowia_shivogae@Seq_2028"
"MNXR95628"	"RAVEN_kegg"	"Metschnikowia_shivogae@Seq_295"	NA	""	"Metschnikowia_shivogae@Seq_295"
"MNXR106343"	"RAVEN_kegg"	"Metschnikowia_shivogae@Seq_4530 or Metschnikowia_shivogae@Seq_1158 or Metschnikowia_shivogae@Seq_1684"	NA	""	"Metschnikowia_shivogae@Seq_4530;Metschnikowia_shivogae@Seq_1158;Metschnikowia_shivogae@Seq_1684"
"MNXR101350"	"RAVEN_kegg"	"Metschnikowia_shivogae@Seq_4495 or Metschnikowia_shivogae@Seq_2677"	NA	""	"Metschnikowia_shivogae@Seq_4495;Metschnikowia_shivogae@Seq_2677"
"MNXR103095"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_shivogae@Seq_1140"	"Metschnikowia_shivogae@Seq_1140"	"Metschnikowia_shivogae@Seq_1140"	"Metschnikowia_shivogae@Seq_1140"
"MNXR103430"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_shivogae@Seq_903"	"Metschnikowia_shivogae@Seq_903"	"Metschnikowia_shivogae@Seq_903"	"Metschnikowia_shivogae@Seq_903"
"MNXR96043"	"RAVEN_kegg"	"Metschnikowia_shivogae@Seq_3145 or Metschnikowia_shivogae@Seq_3467 or Metschnikowia_shivogae@Seq_4673"	NA	""	"Metschnikowia_shivogae@Seq_3145;Metschnikowia_shivogae@Seq_3467;Metschnikowia_shivogae@Seq_4673"
"MNXR100658"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_shivogae@Seq_3476"	"Metschnikowia_shivogae@Seq_3476"	"Metschnikowia_shivogae@Seq_3476"	"Metschnikowia_shivogae@Seq_3476"
"MNXR96131"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_shivogae@Seq_4026 or Metschnikowia_shivogae@Seq_2525 or Metschnikowia_shivogae@Seq_1034 or Metschnikowia_shivogae@Seq_3383 or Metschnikowia_shivogae@Seq_3894 or Metschnikowia_shivogae@Seq_4399 or Metschnikowia_shivogae@Seq_4164"	"Metschnikowia_shivogae@Seq_1058"	""	"Metschnikowia_shivogae@Seq_4026;Metschnikowia_shivogae@Seq_2525;Metschnikowia_shivogae@Seq_1034;Metschnikowia_shivogae@Seq_3383;Metschnikowia_shivogae@Seq_3894;Metschnikowia_shivogae@Seq_4399;Metschnikowia_shivogae@Seq_4164;Metschnikowia_shivogae@Seq_1058"
"MNXR102054"	"RAVEN_kegg"	"Metschnikowia_shivogae@Seq_3160"	NA	""	"Metschnikowia_shivogae@Seq_3160"
"MNXR95444"	"RAVEN_kegg"	"Metschnikowia_shivogae@Seq_3391"	NA	""	"Metschnikowia_shivogae@Seq_3391"
"MNXR100289"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_shivogae@Seq_2028"	"Metschnikowia_shivogae@Seq_2028"	"Metschnikowia_shivogae@Seq_2028"	"Metschnikowia_shivogae@Seq_2028"
"MNXR100097"	"RAVEN_kegg"	"Metschnikowia_shivogae@Seq_4551"	NA	""	"Metschnikowia_shivogae@Seq_4551"
"MNXR106388"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_shivogae@Seq_3961 or Metschnikowia_shivogae@Seq_1932 or Metschnikowia_shivogae@Seq_4177"	"Metschnikowia_shivogae@Seq_1932 or Metschnikowia_shivogae@Seq_3961"	"Metschnikowia_shivogae@Seq_3961;Metschnikowia_shivogae@Seq_1932"	"Metschnikowia_shivogae@Seq_3961;Metschnikowia_shivogae@Seq_1932;Metschnikowia_shivogae@Seq_4177"
"MNXR101888"	"RAVEN_kegg"	"Metschnikowia_shivogae@Seq_1339 or Metschnikowia_shivogae@Seq_1466 or Metschnikowia_shivogae@Seq_1329"	NA	""	"Metschnikowia_shivogae@Seq_1339;Metschnikowia_shivogae@Seq_1466;Metschnikowia_shivogae@Seq_1329"
"MNXR101861"	"RAVEN_kegg"	"Metschnikowia_shivogae@Seq_3160 or Metschnikowia_shivogae@Seq_4639"	NA	""	"Metschnikowia_shivogae@Seq_3160;Metschnikowia_shivogae@Seq_4639"
"MNXR101882"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_shivogae@Seq_818 or Metschnikowia_shivogae@Seq_2786"	"Metschnikowia_shivogae@Seq_818 or Metschnikowia_shivogae@Seq_2786"	"Metschnikowia_shivogae@Seq_818;Metschnikowia_shivogae@Seq_2786"	"Metschnikowia_shivogae@Seq_818;Metschnikowia_shivogae@Seq_2786"
"MNXR106392"	"RAVEN_kegg"	"Metschnikowia_shivogae@Seq_3543"	NA	""	"Metschnikowia_shivogae@Seq_3543"
"MNXR106395"	"RAVEN_kegg"	"Metschnikowia_shivogae@Seq_3543"	NA	""	"Metschnikowia_shivogae@Seq_3543"
"MNXR100291"	"RAVEN_kegg"	"Metschnikowia_shivogae@Seq_2028"	NA	""	"Metschnikowia_shivogae@Seq_2028"
"MNXR100098"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_shivogae@Seq_4551"	"Metschnikowia_shivogae@Seq_4551"	"Metschnikowia_shivogae@Seq_4551"	"Metschnikowia_shivogae@Seq_4551"
"MNXR96129"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_shivogae@Seq_1034 or Metschnikowia_shivogae@Seq_3383 or Metschnikowia_shivogae@Seq_3894"	"Metschnikowia_shivogae@Seq_1034"	"Metschnikowia_shivogae@Seq_1034"	"Metschnikowia_shivogae@Seq_1034;Metschnikowia_shivogae@Seq_3383;Metschnikowia_shivogae@Seq_3894"
"MNXR95856"	"RAVEN_kegg"	"Metschnikowia_shivogae@Seq_3392"	NA	""	"Metschnikowia_shivogae@Seq_3392"
"MNXR95435"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_shivogae@Seq_829"	"Metschnikowia_shivogae@Seq_829"	"Metschnikowia_shivogae@Seq_829"	"Metschnikowia_shivogae@Seq_829"
"MNXR95450"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_shivogae@Seq_4080 or Metschnikowia_shivogae@Seq_1914"	"Metschnikowia_shivogae@Seq_3848 or Metschnikowia_shivogae@Seq_4080"	"Metschnikowia_shivogae@Seq_4080"	"Metschnikowia_shivogae@Seq_4080;Metschnikowia_shivogae@Seq_1914;Metschnikowia_shivogae@Seq_3848"
"MNXR97762"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_shivogae@Seq_2061"	"Metschnikowia_shivogae@Seq_696 or Metschnikowia_shivogae@Seq_2061"	"Metschnikowia_shivogae@Seq_2061"	"Metschnikowia_shivogae@Seq_2061;Metschnikowia_shivogae@Seq_696"
"MNXR95841"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_shivogae@Seq_1571 or Metschnikowia_shivogae@Seq_4643"	"Metschnikowia_shivogae@Seq_1571"	"Metschnikowia_shivogae@Seq_1571"	"Metschnikowia_shivogae@Seq_1571;Metschnikowia_shivogae@Seq_4643"
"MNXR106405"	"RAVEN_kegg"	"Metschnikowia_shivogae@Seq_4833"	NA	""	"Metschnikowia_shivogae@Seq_4833"
"MNXR96884"	"RAVEN_kegg"	"Metschnikowia_shivogae@Seq_1253 or Metschnikowia_shivogae@Seq_3808"	NA	""	"Metschnikowia_shivogae@Seq_1253;Metschnikowia_shivogae@Seq_3808"
"MNXR101931"	"RAVEN_kegg"	"Metschnikowia_shivogae@Seq_1034 or Metschnikowia_shivogae@Seq_3383 or Metschnikowia_shivogae@Seq_3894"	NA	""	"Metschnikowia_shivogae@Seq_1034;Metschnikowia_shivogae@Seq_3383;Metschnikowia_shivogae@Seq_3894"
"MNXR101935"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_shivogae@Seq_4833"	"Metschnikowia_shivogae@Seq_4833"	"Metschnikowia_shivogae@Seq_4833"	"Metschnikowia_shivogae@Seq_4833"
"MNXR106413"	"RAVEN_kegg"	"Metschnikowia_shivogae@Seq_4080 or Metschnikowia_shivogae@Seq_3848"	NA	""	"Metschnikowia_shivogae@Seq_4080;Metschnikowia_shivogae@Seq_3848"
