"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR95786"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000034623_Pichia_norvegensis@Seq_579"	"yHMPu5000034623_Pichia_norvegensis@Seq_579"	"yHMPu5000034623_Pichia_norvegensis@Seq_579"	"yHMPu5000034623_Pichia_norvegensis@Seq_579"
"MNXR106335"	"RAVEN_kegg"	"yHMPu5000034623_Pichia_norvegensis@Seq_1636 or yHMPu5000034623_Pichia_norvegensis@Seq_56"	NA	""	"yHMPu5000034623_Pichia_norvegensis@Seq_1636;yHMPu5000034623_Pichia_norvegensis@Seq_56"
"MNXR96455"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000034623_Pichia_norvegensis@Seq_4516"	"yHMPu5000034623_Pichia_norvegensis@Seq_4516"	"yHMPu5000034623_Pichia_norvegensis@Seq_4516"	"yHMPu5000034623_Pichia_norvegensis@Seq_4516"
"MNXR95163"	"RAVEN_kegg"	"yHMPu5000034623_Pichia_norvegensis@Seq_3828"	NA	""	"yHMPu5000034623_Pichia_norvegensis@Seq_3828"
"MNXR102428"	"RAVEN_kegg"	"yHMPu5000034623_Pichia_norvegensis@Seq_4020 or yHMPu5000034623_Pichia_norvegensis@Seq_3156 or yHMPu5000034623_Pichia_norvegensis@Seq_4703 or yHMPu5000034623_Pichia_norvegensis@Seq_1636 or yHMPu5000034623_Pichia_norvegensis@Seq_56"	NA	""	"yHMPu5000034623_Pichia_norvegensis@Seq_4020;yHMPu5000034623_Pichia_norvegensis@Seq_3156;yHMPu5000034623_Pichia_norvegensis@Seq_4703;yHMPu5000034623_Pichia_norvegensis@Seq_1636;yHMPu5000034623_Pichia_norvegensis@Seq_56"
"MNXR100245"	"RAVEN_kegg"	"yHMPu5000034623_Pichia_norvegensis@Seq_3864"	NA	""	"yHMPu5000034623_Pichia_norvegensis@Seq_3864"
"MNXR95628"	"RAVEN_kegg"	"yHMPu5000034623_Pichia_norvegensis@Seq_1674 or yHMPu5000034623_Pichia_norvegensis@Seq_1031"	NA	""	"yHMPu5000034623_Pichia_norvegensis@Seq_1674;yHMPu5000034623_Pichia_norvegensis@Seq_1031"
"MNXR101350"	"RAVEN_kegg"	"yHMPu5000034623_Pichia_norvegensis@Seq_2138"	NA	""	"yHMPu5000034623_Pichia_norvegensis@Seq_2138"
"MNXR103095"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000034623_Pichia_norvegensis@Seq_858"	"yHMPu5000034623_Pichia_norvegensis@Seq_858"	"yHMPu5000034623_Pichia_norvegensis@Seq_858"	"yHMPu5000034623_Pichia_norvegensis@Seq_858"
"MNXR103430"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000034623_Pichia_norvegensis@Seq_1935"	"yHMPu5000034623_Pichia_norvegensis@Seq_1935"	"yHMPu5000034623_Pichia_norvegensis@Seq_1935"	"yHMPu5000034623_Pichia_norvegensis@Seq_1935"
