"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR95786"	"RAVEN_kegg;RAVEN_biocyc"	"Lachancea_fermentati@Seq_3386 or Lachancea_fermentati@Seq_788"	"Lachancea_fermentati@Seq_788 or Lachancea_fermentati@Seq_3386"	"Lachancea_fermentati@Seq_3386;Lachancea_fermentati@Seq_788"	"Lachancea_fermentati@Seq_3386;Lachancea_fermentati@Seq_788"
"MNXR106335"	"RAVEN_kegg"	"Lachancea_fermentati@Seq_1877 or Lachancea_fermentati@Seq_2897"	NA	""	"Lachancea_fermentati@Seq_1877;Lachancea_fermentati@Seq_2897"
"MNXR96455"	"RAVEN_kegg;RAVEN_biocyc"	"Lachancea_fermentati@Seq_520 or Lachancea_fermentati@Seq_4662 or Lachancea_fermentati@Seq_522"	"Lachancea_fermentati@Seq_520 or Lachancea_fermentati@Seq_522 or Lachancea_fermentati@Seq_4662"	"Lachancea_fermentati@Seq_520;Lachancea_fermentati@Seq_4662;Lachancea_fermentati@Seq_522"	"Lachancea_fermentati@Seq_520;Lachancea_fermentati@Seq_4662;Lachancea_fermentati@Seq_522"
"MNXR95163"	"RAVEN_kegg"	"Lachancea_fermentati@Seq_3519"	NA	""	"Lachancea_fermentati@Seq_3519"
"MNXR102428"	"RAVEN_kegg"	"Lachancea_fermentati@Seq_927 or Lachancea_fermentati@Seq_969 or Lachancea_fermentati@Seq_87 or Lachancea_fermentati@Seq_909 or Lachancea_fermentati@Seq_2324 or Lachancea_fermentati@Seq_2451 or Lachancea_fermentati@Seq_1146 or Lachancea_fermentati@Seq_1877 or Lachancea_fermentati@Seq_2897"	NA	""	"Lachancea_fermentati@Seq_927;Lachancea_fermentati@Seq_969;Lachancea_fermentati@Seq_87;Lachancea_fermentati@Seq_909;Lachancea_fermentati@Seq_2324;Lachancea_fermentati@Seq_2451;Lachancea_fermentati@Seq_1146;Lachancea_fermentati@Seq_1877;Lachancea_fermentati@Seq_2897"
"MNXR100245"	"RAVEN_kegg"	"Lachancea_fermentati@Seq_2214"	NA	""	"Lachancea_fermentati@Seq_2214"
"MNXR106343"	"RAVEN_kegg"	"Lachancea_fermentati@Seq_698"	NA	""	"Lachancea_fermentati@Seq_698"
"MNXR101350"	"RAVEN_kegg"	"Lachancea_fermentati@Seq_1759"	NA	""	"Lachancea_fermentati@Seq_1759"
"MNXR103095"	"RAVEN_kegg;RAVEN_biocyc"	"Lachancea_fermentati@Seq_1201"	"Lachancea_fermentati@Seq_1201"	"Lachancea_fermentati@Seq_1201"	"Lachancea_fermentati@Seq_1201"
"MNXR103430"	"RAVEN_kegg;RAVEN_biocyc"	"Lachancea_fermentati@Seq_2805"	"Lachancea_fermentati@Seq_2805"	"Lachancea_fermentati@Seq_2805"	"Lachancea_fermentati@Seq_2805"
