"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR95786"	"RAVEN_kegg;RAVEN_biocyc"	"Candida_arabinofermentans@Seq_2603"	"Candida_arabinofermentans@Seq_2603"	"Candida_arabinofermentans@Seq_2603"	"Candida_arabinofermentans@Seq_2603"
"MNXR106335"	"RAVEN_kegg"	"Candida_arabinofermentans@Seq_4807 or Candida_arabinofermentans@Seq_1495"	NA	""	"Candida_arabinofermentans@Seq_4807;Candida_arabinofermentans@Seq_1495"
"MNXR96455"	"RAVEN_kegg;RAVEN_biocyc"	"Candida_arabinofermentans@Seq_4989"	"Candida_arabinofermentans@Seq_4989"	"Candida_arabinofermentans@Seq_4989"	"Candida_arabinofermentans@Seq_4989"
"MNXR95163"	"RAVEN_kegg"	"Candida_arabinofermentans@Seq_2223"	NA	""	"Candida_arabinofermentans@Seq_2223"
"MNXR102428"	"RAVEN_kegg"	"Candida_arabinofermentans@Seq_2171 or Candida_arabinofermentans@Seq_4424 or Candida_arabinofermentans@Seq_945 or Candida_arabinofermentans@Seq_4712 or Candida_arabinofermentans@Seq_4807 or Candida_arabinofermentans@Seq_1495"	NA	""	"Candida_arabinofermentans@Seq_2171;Candida_arabinofermentans@Seq_4424;Candida_arabinofermentans@Seq_945;Candida_arabinofermentans@Seq_4712;Candida_arabinofermentans@Seq_4807;Candida_arabinofermentans@Seq_1495"
"MNXR100245"	"RAVEN_kegg"	"Candida_arabinofermentans@Seq_1484"	NA	""	"Candida_arabinofermentans@Seq_1484"
"MNXR95628"	"RAVEN_kegg"	"Candida_arabinofermentans@Seq_3817"	NA	""	"Candida_arabinofermentans@Seq_3817"
"MNXR106343"	"RAVEN_kegg"	"Candida_arabinofermentans@Seq_3457 or Candida_arabinofermentans@Seq_4864"	NA	""	"Candida_arabinofermentans@Seq_3457;Candida_arabinofermentans@Seq_4864"
"MNXR101350"	"RAVEN_kegg"	"Candida_arabinofermentans@Seq_5326"	NA	""	"Candida_arabinofermentans@Seq_5326"
"MNXR103095"	"RAVEN_kegg;RAVEN_biocyc"	"Candida_arabinofermentans@Seq_5208"	"Candida_arabinofermentans@Seq_5208"	"Candida_arabinofermentans@Seq_5208"	"Candida_arabinofermentans@Seq_5208"
"MNXR103430"	"RAVEN_kegg;RAVEN_biocyc"	"Candida_arabinofermentans@Seq_3633"	"Candida_arabinofermentans@Seq_3633"	"Candida_arabinofermentans@Seq_3633"	"Candida_arabinofermentans@Seq_3633"
