"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR95786"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035645_Yarrowia_divulgata@Seq_4019 or yHMPu5000035645_Yarrowia_divulgata@Seq_2325"	"yHMPu5000035645_Yarrowia_divulgata@Seq_2325 or yHMPu5000035645_Yarrowia_divulgata@Seq_4019"	"yHMPu5000035645_Yarrowia_divulgata@Seq_4019;yHMPu5000035645_Yarrowia_divulgata@Seq_2325"	"yHMPu5000035645_Yarrowia_divulgata@Seq_4019;yHMPu5000035645_Yarrowia_divulgata@Seq_2325"
"MNXR106335"	"RAVEN_kegg"	"yHMPu5000035645_Yarrowia_divulgata@Seq_6295 or yHMPu5000035645_Yarrowia_divulgata@Seq_3301"	NA	""	"yHMPu5000035645_Yarrowia_divulgata@Seq_6295;yHMPu5000035645_Yarrowia_divulgata@Seq_3301"
"MNXR96455"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035645_Yarrowia_divulgata@Seq_936 or yHMPu5000035645_Yarrowia_divulgata@Seq_4551 or yHMPu5000035645_Yarrowia_divulgata@Seq_5162"	"yHMPu5000035645_Yarrowia_divulgata@Seq_936 or yHMPu5000035645_Yarrowia_divulgata@Seq_4551 or yHMPu5000035645_Yarrowia_divulgata@Seq_5162"	"yHMPu5000035645_Yarrowia_divulgata@Seq_936;yHMPu5000035645_Yarrowia_divulgata@Seq_4551;yHMPu5000035645_Yarrowia_divulgata@Seq_5162"	"yHMPu5000035645_Yarrowia_divulgata@Seq_936;yHMPu5000035645_Yarrowia_divulgata@Seq_4551;yHMPu5000035645_Yarrowia_divulgata@Seq_5162"
"MNXR102428"	"RAVEN_kegg"	"yHMPu5000035645_Yarrowia_divulgata@Seq_5070 or yHMPu5000035645_Yarrowia_divulgata@Seq_3255 or yHMPu5000035645_Yarrowia_divulgata@Seq_2827 or yHMPu5000035645_Yarrowia_divulgata@Seq_1142 or yHMPu5000035645_Yarrowia_divulgata@Seq_6295 or yHMPu5000035645_Yarrowia_divulgata@Seq_3301"	NA	""	"yHMPu5000035645_Yarrowia_divulgata@Seq_5070;yHMPu5000035645_Yarrowia_divulgata@Seq_3255;yHMPu5000035645_Yarrowia_divulgata@Seq_2827;yHMPu5000035645_Yarrowia_divulgata@Seq_1142;yHMPu5000035645_Yarrowia_divulgata@Seq_6295;yHMPu5000035645_Yarrowia_divulgata@Seq_3301"
"MNXR100245"	"RAVEN_kegg"	"yHMPu5000035645_Yarrowia_divulgata@Seq_4836"	NA	""	"yHMPu5000035645_Yarrowia_divulgata@Seq_4836"
"MNXR95628"	"RAVEN_kegg"	"yHMPu5000035645_Yarrowia_divulgata@Seq_5248"	NA	""	"yHMPu5000035645_Yarrowia_divulgata@Seq_5248"
"MNXR106343"	"RAVEN_kegg"	"yHMPu5000035645_Yarrowia_divulgata@Seq_912 or yHMPu5000035645_Yarrowia_divulgata@Seq_5084 or yHMPu5000035645_Yarrowia_divulgata@Seq_1888 or yHMPu5000035645_Yarrowia_divulgata@Seq_6236 or yHMPu5000035645_Yarrowia_divulgata@Seq_1724 or yHMPu5000035645_Yarrowia_divulgata@Seq_3265 or yHMPu5000035645_Yarrowia_divulgata@Seq_2033"	NA	""	"yHMPu5000035645_Yarrowia_divulgata@Seq_912;yHMPu5000035645_Yarrowia_divulgata@Seq_5084;yHMPu5000035645_Yarrowia_divulgata@Seq_1888;yHMPu5000035645_Yarrowia_divulgata@Seq_6236;yHMPu5000035645_Yarrowia_divulgata@Seq_1724;yHMPu5000035645_Yarrowia_divulgata@Seq_3265;yHMPu5000035645_Yarrowia_divulgata@Seq_2033"
"MNXR101350"	"RAVEN_kegg"	"yHMPu5000035645_Yarrowia_divulgata@Seq_4371"	NA	""	"yHMPu5000035645_Yarrowia_divulgata@Seq_4371"
"MNXR103095"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035645_Yarrowia_divulgata@Seq_694"	"yHMPu5000035645_Yarrowia_divulgata@Seq_694"	"yHMPu5000035645_Yarrowia_divulgata@Seq_694"	"yHMPu5000035645_Yarrowia_divulgata@Seq_694"
"MNXR103430"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035645_Yarrowia_divulgata@Seq_4518"	"yHMPu5000035645_Yarrowia_divulgata@Seq_4518"	"yHMPu5000035645_Yarrowia_divulgata@Seq_4518"	"yHMPu5000035645_Yarrowia_divulgata@Seq_4518"
"MNXR96043"	"RAVEN_kegg"	"yHMPu5000035645_Yarrowia_divulgata@Seq_3849 or yHMPu5000035645_Yarrowia_divulgata@Seq_4967 or yHMPu5000035645_Yarrowia_divulgata@Seq_1010"	NA	""	"yHMPu5000035645_Yarrowia_divulgata@Seq_3849;yHMPu5000035645_Yarrowia_divulgata@Seq_4967;yHMPu5000035645_Yarrowia_divulgata@Seq_1010"
"MNXR100658"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035645_Yarrowia_divulgata@Seq_6318"	"yHMPu5000035645_Yarrowia_divulgata@Seq_6318"	"yHMPu5000035645_Yarrowia_divulgata@Seq_6318"	"yHMPu5000035645_Yarrowia_divulgata@Seq_6318"
"MNXR96131"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035645_Yarrowia_divulgata@Seq_4682 or yHMPu5000035645_Yarrowia_divulgata@Seq_733 or yHMPu5000035645_Yarrowia_divulgata@Seq_4404 or yHMPu5000035645_Yarrowia_divulgata@Seq_5410 or yHMPu5000035645_Yarrowia_divulgata@Seq_1780 or yHMPu5000035645_Yarrowia_divulgata@Seq_1979 or yHMPu5000035645_Yarrowia_divulgata@Seq_2528 or yHMPu5000035645_Yarrowia_divulgata@Seq_2079"	"yHMPu5000035645_Yarrowia_divulgata@Seq_4078 or yHMPu5000035645_Yarrowia_divulgata@Seq_5004"	""	"yHMPu5000035645_Yarrowia_divulgata@Seq_4682;yHMPu5000035645_Yarrowia_divulgata@Seq_733;yHMPu5000035645_Yarrowia_divulgata@Seq_4404;yHMPu5000035645_Yarrowia_divulgata@Seq_5410;yHMPu5000035645_Yarrowia_divulgata@Seq_1780;yHMPu5000035645_Yarrowia_divulgata@Seq_1979;yHMPu5000035645_Yarrowia_divulgata@Seq_2528;yHMPu5000035645_Yarrowia_divulgata@Seq_2079;yHMPu5000035645_Yarrowia_divulgata@Seq_4078;yHMPu5000035645_Yarrowia_divulgata@Seq_5004"
"MNXR102054"	"RAVEN_kegg"	"yHMPu5000035645_Yarrowia_divulgata@Seq_5458"	NA	""	"yHMPu5000035645_Yarrowia_divulgata@Seq_5458"
"MNXR95444"	"RAVEN_kegg"	"yHMPu5000035645_Yarrowia_divulgata@Seq_4172"	NA	""	"yHMPu5000035645_Yarrowia_divulgata@Seq_4172"
"MNXR100289"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035645_Yarrowia_divulgata@Seq_4836"	"yHMPu5000035645_Yarrowia_divulgata@Seq_4836"	"yHMPu5000035645_Yarrowia_divulgata@Seq_4836"	"yHMPu5000035645_Yarrowia_divulgata@Seq_4836"
"MNXR100097"	"RAVEN_kegg"	"yHMPu5000035645_Yarrowia_divulgata@Seq_4936"	NA	""	"yHMPu5000035645_Yarrowia_divulgata@Seq_4936"
"MNXR106388"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035645_Yarrowia_divulgata@Seq_4925 or yHMPu5000035645_Yarrowia_divulgata@Seq_6375"	"yHMPu5000035645_Yarrowia_divulgata@Seq_4925 or yHMPu5000035645_Yarrowia_divulgata@Seq_6375"	"yHMPu5000035645_Yarrowia_divulgata@Seq_4925;yHMPu5000035645_Yarrowia_divulgata@Seq_6375"	"yHMPu5000035645_Yarrowia_divulgata@Seq_4925;yHMPu5000035645_Yarrowia_divulgata@Seq_6375"
"MNXR101888"	"RAVEN_kegg"	"yHMPu5000035645_Yarrowia_divulgata@Seq_903 or yHMPu5000035645_Yarrowia_divulgata@Seq_1310 or yHMPu5000035645_Yarrowia_divulgata@Seq_1426"	NA	""	"yHMPu5000035645_Yarrowia_divulgata@Seq_903;yHMPu5000035645_Yarrowia_divulgata@Seq_1310;yHMPu5000035645_Yarrowia_divulgata@Seq_1426"
