"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR95786"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035633_Candida_hispaniensis@Seq_3060"	"yHMPu5000035633_Candida_hispaniensis@Seq_3060"	"yHMPu5000035633_Candida_hispaniensis@Seq_3060"	"yHMPu5000035633_Candida_hispaniensis@Seq_3060"
"MNXR106335"	"RAVEN_kegg"	"yHMPu5000035633_Candida_hispaniensis@Seq_3884 or yHMPu5000035633_Candida_hispaniensis@Seq_3672"	NA	""	"yHMPu5000035633_Candida_hispaniensis@Seq_3884;yHMPu5000035633_Candida_hispaniensis@Seq_3672"
"MNXR96455"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035633_Candida_hispaniensis@Seq_908 or yHMPu5000035633_Candida_hispaniensis@Seq_4926"	"yHMPu5000035633_Candida_hispaniensis@Seq_908 or yHMPu5000035633_Candida_hispaniensis@Seq_4926"	"yHMPu5000035633_Candida_hispaniensis@Seq_908;yHMPu5000035633_Candida_hispaniensis@Seq_4926"	"yHMPu5000035633_Candida_hispaniensis@Seq_908;yHMPu5000035633_Candida_hispaniensis@Seq_4926"
"MNXR95163"	"RAVEN_kegg"	"yHMPu5000035633_Candida_hispaniensis@Seq_2555"	NA	""	"yHMPu5000035633_Candida_hispaniensis@Seq_2555"
"MNXR102428"	"RAVEN_kegg"	"yHMPu5000035633_Candida_hispaniensis@Seq_2006 or yHMPu5000035633_Candida_hispaniensis@Seq_4550 or yHMPu5000035633_Candida_hispaniensis@Seq_2379 or yHMPu5000035633_Candida_hispaniensis@Seq_2561 or yHMPu5000035633_Candida_hispaniensis@Seq_3884 or yHMPu5000035633_Candida_hispaniensis@Seq_3672"	NA	""	"yHMPu5000035633_Candida_hispaniensis@Seq_2006;yHMPu5000035633_Candida_hispaniensis@Seq_4550;yHMPu5000035633_Candida_hispaniensis@Seq_2379;yHMPu5000035633_Candida_hispaniensis@Seq_2561;yHMPu5000035633_Candida_hispaniensis@Seq_3884;yHMPu5000035633_Candida_hispaniensis@Seq_3672"
"MNXR100245"	"RAVEN_kegg"	"yHMPu5000035633_Candida_hispaniensis@Seq_4567"	NA	""	"yHMPu5000035633_Candida_hispaniensis@Seq_4567"
"MNXR106343"	"RAVEN_kegg"	"yHMPu5000035633_Candida_hispaniensis@Seq_2976"	NA	""	"yHMPu5000035633_Candida_hispaniensis@Seq_2976"
"MNXR101350"	"RAVEN_kegg"	"yHMPu5000035633_Candida_hispaniensis@Seq_1939"	NA	""	"yHMPu5000035633_Candida_hispaniensis@Seq_1939"
"MNXR103095"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035633_Candida_hispaniensis@Seq_4730"	"yHMPu5000035633_Candida_hispaniensis@Seq_4730"	"yHMPu5000035633_Candida_hispaniensis@Seq_4730"	"yHMPu5000035633_Candida_hispaniensis@Seq_4730"
"MNXR103430"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035633_Candida_hispaniensis@Seq_766"	"yHMPu5000035633_Candida_hispaniensis@Seq_766"	"yHMPu5000035633_Candida_hispaniensis@Seq_766"	"yHMPu5000035633_Candida_hispaniensis@Seq_766"
"MNXR96043"	"RAVEN_kegg"	"yHMPu5000035633_Candida_hispaniensis@Seq_1127 or yHMPu5000035633_Candida_hispaniensis@Seq_2272"	NA	""	"yHMPu5000035633_Candida_hispaniensis@Seq_1127;yHMPu5000035633_Candida_hispaniensis@Seq_2272"
"MNXR100658"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035633_Candida_hispaniensis@Seq_305"	"yHMPu5000035633_Candida_hispaniensis@Seq_305"	"yHMPu5000035633_Candida_hispaniensis@Seq_305"	"yHMPu5000035633_Candida_hispaniensis@Seq_305"
"MNXR96131"	"RAVEN_kegg;RAVEN_biocyc"	"yHMPu5000035633_Candida_hispaniensis@Seq_3584 or yHMPu5000035633_Candida_hispaniensis@Seq_1821 or yHMPu5000035633_Candida_hispaniensis@Seq_4115 or yHMPu5000035633_Candida_hispaniensis@Seq_2382 or yHMPu5000035633_Candida_hispaniensis@Seq_2513 or yHMPu5000035633_Candida_hispaniensis@Seq_5295 or yHMPu5000035633_Candida_hispaniensis@Seq_5380"	"yHMPu5000035633_Candida_hispaniensis@Seq_27 or yHMPu5000035633_Candida_hispaniensis@Seq_1297"	""	"yHMPu5000035633_Candida_hispaniensis@Seq_3584;yHMPu5000035633_Candida_hispaniensis@Seq_1821;yHMPu5000035633_Candida_hispaniensis@Seq_4115;yHMPu5000035633_Candida_hispaniensis@Seq_2382;yHMPu5000035633_Candida_hispaniensis@Seq_2513;yHMPu5000035633_Candida_hispaniensis@Seq_5295;yHMPu5000035633_Candida_hispaniensis@Seq_5380;yHMPu5000035633_Candida_hispaniensis@Seq_27;yHMPu5000035633_Candida_hispaniensis@Seq_1297"
"MNXR102054"	"RAVEN_kegg"	"yHMPu5000035633_Candida_hispaniensis@Seq_2883"	NA	""	"yHMPu5000035633_Candida_hispaniensis@Seq_2883"
"MNXR95444"	"RAVEN_kegg"	"yHMPu5000035633_Candida_hispaniensis@Seq_570"	NA	""	"yHMPu5000035633_Candida_hispaniensis@Seq_570"
