"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR95786"	"RAVEN_kegg;RAVEN_biocyc"	"Eremothecium_coryli@Seq_1737"	"Eremothecium_coryli@Seq_1737"	"Eremothecium_coryli@Seq_1737"	"Eremothecium_coryli@Seq_1737"
"MNXR106335"	"RAVEN_kegg"	"Eremothecium_coryli@Seq_242"	NA	""	"Eremothecium_coryli@Seq_242"
"MNXR96455"	"RAVEN_kegg;RAVEN_biocyc"	"Eremothecium_coryli@Seq_2461"	"Eremothecium_coryli@Seq_2461"	"Eremothecium_coryli@Seq_2461"	"Eremothecium_coryli@Seq_2461"
"MNXR95163"	"RAVEN_kegg"	"Eremothecium_coryli@Seq_361"	NA	""	"Eremothecium_coryli@Seq_361"
"MNXR102428"	"RAVEN_kegg"	"Eremothecium_coryli@Seq_3341 or Eremothecium_coryli@Seq_3663 or Eremothecium_coryli@Seq_1883 or Eremothecium_coryli@Seq_81 or Eremothecium_coryli@Seq_242"	NA	""	"Eremothecium_coryli@Seq_3341;Eremothecium_coryli@Seq_3663;Eremothecium_coryli@Seq_1883;Eremothecium_coryli@Seq_81;Eremothecium_coryli@Seq_242"
"MNXR100245"	"RAVEN_kegg"	"Eremothecium_coryli@Seq_1594"	NA	""	"Eremothecium_coryli@Seq_1594"
"MNXR103095"	"RAVEN_kegg;RAVEN_biocyc"	"Eremothecium_coryli@Seq_2404"	"Eremothecium_coryli@Seq_2404"	"Eremothecium_coryli@Seq_2404"	"Eremothecium_coryli@Seq_2404"
"MNXR103430"	"RAVEN_kegg;RAVEN_biocyc"	"Eremothecium_coryli@Seq_3191"	"Eremothecium_coryli@Seq_3191"	"Eremothecium_coryli@Seq_3191"	"Eremothecium_coryli@Seq_3191"
"MNXR96043"	"RAVEN_kegg"	"Eremothecium_coryli@Seq_1871 or Eremothecium_coryli@Seq_3838 or Eremothecium_coryli@Seq_2329 or Eremothecium_coryli@Seq_1682"	NA	""	"Eremothecium_coryli@Seq_1871;Eremothecium_coryli@Seq_3838;Eremothecium_coryli@Seq_2329;Eremothecium_coryli@Seq_1682"
"MNXR100658"	"RAVEN_kegg;RAVEN_biocyc"	"Eremothecium_coryli@Seq_1803"	"Eremothecium_coryli@Seq_1803"	"Eremothecium_coryli@Seq_1803"	"Eremothecium_coryli@Seq_1803"
"MNXR96131"	"RAVEN_kegg;RAVEN_biocyc"	"Eremothecium_coryli@Seq_3998 or Eremothecium_coryli@Seq_1585 or Eremothecium_coryli@Seq_2076 or Eremothecium_coryli@Seq_4126"	"Eremothecium_coryli@Seq_721"	""	"Eremothecium_coryli@Seq_3998;Eremothecium_coryli@Seq_1585;Eremothecium_coryli@Seq_2076;Eremothecium_coryli@Seq_4126;Eremothecium_coryli@Seq_721"
"MNXR102054"	"RAVEN_kegg"	"Eremothecium_coryli@Seq_3561"	NA	""	"Eremothecium_coryli@Seq_3561"
"MNXR95444"	"RAVEN_kegg"	"Eremothecium_coryli@Seq_821"	NA	""	"Eremothecium_coryli@Seq_821"
"MNXR100289"	"RAVEN_kegg;RAVEN_biocyc"	"Eremothecium_coryli@Seq_1594"	"Eremothecium_coryli@Seq_1594"	"Eremothecium_coryli@Seq_1594"	"Eremothecium_coryli@Seq_1594"
"MNXR100097"	"RAVEN_kegg"	"Eremothecium_coryli@Seq_2402"	NA	""	"Eremothecium_coryli@Seq_2402"
"MNXR106388"	"RAVEN_kegg;RAVEN_biocyc"	"Eremothecium_coryli@Seq_798 or Eremothecium_coryli@Seq_3870 or Eremothecium_coryli@Seq_2492 or Eremothecium_coryli@Seq_4138"	"Eremothecium_coryli@Seq_798 or Eremothecium_coryli@Seq_2492 or Eremothecium_coryli@Seq_3870"	"Eremothecium_coryli@Seq_798;Eremothecium_coryli@Seq_3870;Eremothecium_coryli@Seq_2492"	"Eremothecium_coryli@Seq_798;Eremothecium_coryli@Seq_3870;Eremothecium_coryli@Seq_2492;Eremothecium_coryli@Seq_4138"
"MNXR101888"	"RAVEN_kegg"	"Eremothecium_coryli@Seq_3409 or Eremothecium_coryli@Seq_2687 or Eremothecium_coryli@Seq_2823 or Eremothecium_coryli@Seq_868"	NA	""	"Eremothecium_coryli@Seq_3409;Eremothecium_coryli@Seq_2687;Eremothecium_coryli@Seq_2823;Eremothecium_coryli@Seq_868"
"MNXR101861"	"RAVEN_kegg"	"Eremothecium_coryli@Seq_3561"	NA	""	"Eremothecium_coryli@Seq_3561"
"MNXR101882"	"RAVEN_kegg;RAVEN_biocyc"	"Eremothecium_coryli@Seq_219 or Eremothecium_coryli@Seq_338"	"Eremothecium_coryli@Seq_219 or Eremothecium_coryli@Seq_338"	"Eremothecium_coryli@Seq_219;Eremothecium_coryli@Seq_338"	"Eremothecium_coryli@Seq_219;Eremothecium_coryli@Seq_338"
"MNXR106392"	"RAVEN_kegg"	"Eremothecium_coryli@Seq_3635"	NA	""	"Eremothecium_coryli@Seq_3635"
"MNXR106395"	"RAVEN_kegg"	"Eremothecium_coryli@Seq_3635"	NA	""	"Eremothecium_coryli@Seq_3635"
"MNXR100291"	"RAVEN_kegg"	"Eremothecium_coryli@Seq_1594"	NA	""	"Eremothecium_coryli@Seq_1594"
