"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR95786"	"RAVEN_kegg;RAVEN_biocyc"	"Vanderwaltozyma_polyspora@Seq_4779"	"Vanderwaltozyma_polyspora@Seq_4779"	"Vanderwaltozyma_polyspora@Seq_4779"	"Vanderwaltozyma_polyspora@Seq_4779"
"MNXR106335"	"RAVEN_kegg"	"Vanderwaltozyma_polyspora@Seq_3841 or Vanderwaltozyma_polyspora@Seq_3082"	NA	""	"Vanderwaltozyma_polyspora@Seq_3841;Vanderwaltozyma_polyspora@Seq_3082"
"MNXR96455"	"RAVEN_kegg;RAVEN_biocyc"	"Vanderwaltozyma_polyspora@Seq_3057 or Vanderwaltozyma_polyspora@Seq_119"	"Vanderwaltozyma_polyspora@Seq_119 or Vanderwaltozyma_polyspora@Seq_3057"	"Vanderwaltozyma_polyspora@Seq_3057;Vanderwaltozyma_polyspora@Seq_119"	"Vanderwaltozyma_polyspora@Seq_3057;Vanderwaltozyma_polyspora@Seq_119"
"MNXR95163"	"RAVEN_kegg"	"Vanderwaltozyma_polyspora@Seq_525 or Vanderwaltozyma_polyspora@Seq_1302"	NA	""	"Vanderwaltozyma_polyspora@Seq_525;Vanderwaltozyma_polyspora@Seq_1302"
"MNXR102428"	"RAVEN_kegg"	"Vanderwaltozyma_polyspora@Seq_2068 or Vanderwaltozyma_polyspora@Seq_2746 or Vanderwaltozyma_polyspora@Seq_4088 or Vanderwaltozyma_polyspora@Seq_4620 or Vanderwaltozyma_polyspora@Seq_3841 or Vanderwaltozyma_polyspora@Seq_3082"	NA	""	"Vanderwaltozyma_polyspora@Seq_2068;Vanderwaltozyma_polyspora@Seq_2746;Vanderwaltozyma_polyspora@Seq_4088;Vanderwaltozyma_polyspora@Seq_4620;Vanderwaltozyma_polyspora@Seq_3841;Vanderwaltozyma_polyspora@Seq_3082"
"MNXR100245"	"RAVEN_kegg"	"Vanderwaltozyma_polyspora@Seq_3263"	NA	""	"Vanderwaltozyma_polyspora@Seq_3263"
"MNXR101350"	"RAVEN_kegg"	"Vanderwaltozyma_polyspora@Seq_139"	NA	""	"Vanderwaltozyma_polyspora@Seq_139"
"MNXR103095"	"RAVEN_kegg;RAVEN_biocyc"	"Vanderwaltozyma_polyspora@Seq_5123"	"Vanderwaltozyma_polyspora@Seq_5123"	"Vanderwaltozyma_polyspora@Seq_5123"	"Vanderwaltozyma_polyspora@Seq_5123"
"MNXR103430"	"RAVEN_kegg;RAVEN_biocyc"	"Vanderwaltozyma_polyspora@Seq_2696"	"Vanderwaltozyma_polyspora@Seq_2696"	"Vanderwaltozyma_polyspora@Seq_2696"	"Vanderwaltozyma_polyspora@Seq_2696"
"MNXR96043"	"RAVEN_kegg"	"Vanderwaltozyma_polyspora@Seq_4968 or Vanderwaltozyma_polyspora@Seq_5423 or Vanderwaltozyma_polyspora@Seq_2618"	NA	""	"Vanderwaltozyma_polyspora@Seq_4968;Vanderwaltozyma_polyspora@Seq_5423;Vanderwaltozyma_polyspora@Seq_2618"
"MNXR100658"	"RAVEN_kegg;RAVEN_biocyc"	"Vanderwaltozyma_polyspora@Seq_385"	"Vanderwaltozyma_polyspora@Seq_385"	"Vanderwaltozyma_polyspora@Seq_385"	"Vanderwaltozyma_polyspora@Seq_385"
"MNXR96131"	"RAVEN_kegg;RAVEN_biocyc"	"Vanderwaltozyma_polyspora@Seq_5449 or Vanderwaltozyma_polyspora@Seq_3701 or Vanderwaltozyma_polyspora@Seq_1855 or Vanderwaltozyma_polyspora@Seq_317"	"Vanderwaltozyma_polyspora@Seq_5482"	""	"Vanderwaltozyma_polyspora@Seq_5449;Vanderwaltozyma_polyspora@Seq_3701;Vanderwaltozyma_polyspora@Seq_1855;Vanderwaltozyma_polyspora@Seq_317;Vanderwaltozyma_polyspora@Seq_5482"
"MNXR102054"	"RAVEN_kegg"	"Vanderwaltozyma_polyspora@Seq_4092"	NA	""	"Vanderwaltozyma_polyspora@Seq_4092"
"MNXR95444"	"RAVEN_kegg"	"Vanderwaltozyma_polyspora@Seq_1253"	NA	""	"Vanderwaltozyma_polyspora@Seq_1253"
"MNXR100289"	"RAVEN_kegg;RAVEN_biocyc"	"Vanderwaltozyma_polyspora@Seq_3263"	"Vanderwaltozyma_polyspora@Seq_3263"	"Vanderwaltozyma_polyspora@Seq_3263"	"Vanderwaltozyma_polyspora@Seq_3263"
"MNXR100097"	"RAVEN_kegg"	"Vanderwaltozyma_polyspora@Seq_5263 or Vanderwaltozyma_polyspora@Seq_241"	NA	""	"Vanderwaltozyma_polyspora@Seq_5263;Vanderwaltozyma_polyspora@Seq_241"
"MNXR106388"	"RAVEN_kegg;RAVEN_biocyc"	"Vanderwaltozyma_polyspora@Seq_563 or Vanderwaltozyma_polyspora@Seq_2362 or Vanderwaltozyma_polyspora@Seq_2078"	"Vanderwaltozyma_polyspora@Seq_563 or Vanderwaltozyma_polyspora@Seq_2362"	"Vanderwaltozyma_polyspora@Seq_563;Vanderwaltozyma_polyspora@Seq_2362"	"Vanderwaltozyma_polyspora@Seq_563;Vanderwaltozyma_polyspora@Seq_2362;Vanderwaltozyma_polyspora@Seq_2078"
