"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR95786"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_kamakouana@Seq_4776"	"Metschnikowia_kamakouana@Seq_4776"	"Metschnikowia_kamakouana@Seq_4776"	"Metschnikowia_kamakouana@Seq_4776"
"MNXR106335"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_2716 or Metschnikowia_kamakouana@Seq_5385"	NA	""	"Metschnikowia_kamakouana@Seq_2716;Metschnikowia_kamakouana@Seq_5385"
"MNXR96455"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_kamakouana@Seq_3256"	"Metschnikowia_kamakouana@Seq_3256"	"Metschnikowia_kamakouana@Seq_3256"	"Metschnikowia_kamakouana@Seq_3256"
"MNXR95163"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_2844"	NA	""	"Metschnikowia_kamakouana@Seq_2844"
"MNXR102428"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_2165 or Metschnikowia_kamakouana@Seq_2053 or Metschnikowia_kamakouana@Seq_3367 or Metschnikowia_kamakouana@Seq_2716 or Metschnikowia_kamakouana@Seq_5385"	NA	""	"Metschnikowia_kamakouana@Seq_2165;Metschnikowia_kamakouana@Seq_2053;Metschnikowia_kamakouana@Seq_3367;Metschnikowia_kamakouana@Seq_2716;Metschnikowia_kamakouana@Seq_5385"
"MNXR100245"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_3511"	NA	""	"Metschnikowia_kamakouana@Seq_3511"
"MNXR95628"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_2234"	NA	""	"Metschnikowia_kamakouana@Seq_2234"
"MNXR106343"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_519 or Metschnikowia_kamakouana@Seq_1014 or Metschnikowia_kamakouana@Seq_3702"	NA	""	"Metschnikowia_kamakouana@Seq_519;Metschnikowia_kamakouana@Seq_1014;Metschnikowia_kamakouana@Seq_3702"
"MNXR101350"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_401 or Metschnikowia_kamakouana@Seq_4871"	NA	""	"Metschnikowia_kamakouana@Seq_401;Metschnikowia_kamakouana@Seq_4871"
"MNXR103095"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_kamakouana@Seq_4100"	"Metschnikowia_kamakouana@Seq_4100"	"Metschnikowia_kamakouana@Seq_4100"	"Metschnikowia_kamakouana@Seq_4100"
"MNXR103430"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_kamakouana@Seq_1687"	"Metschnikowia_kamakouana@Seq_1687"	"Metschnikowia_kamakouana@Seq_1687"	"Metschnikowia_kamakouana@Seq_1687"
"MNXR96043"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_1177 or Metschnikowia_kamakouana@Seq_3724 or Metschnikowia_kamakouana@Seq_3026"	NA	""	"Metschnikowia_kamakouana@Seq_1177;Metschnikowia_kamakouana@Seq_3724;Metschnikowia_kamakouana@Seq_3026"
"MNXR100658"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_kamakouana@Seq_1540"	"Metschnikowia_kamakouana@Seq_1540"	"Metschnikowia_kamakouana@Seq_1540"	"Metschnikowia_kamakouana@Seq_1540"
"MNXR96131"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_kamakouana@Seq_4664 or Metschnikowia_kamakouana@Seq_2545 or Metschnikowia_kamakouana@Seq_425 or Metschnikowia_kamakouana@Seq_3244 or Metschnikowia_kamakouana@Seq_3723 or Metschnikowia_kamakouana@Seq_3509 or Metschnikowia_kamakouana@Seq_4292"	"Metschnikowia_kamakouana@Seq_5568"	""	"Metschnikowia_kamakouana@Seq_4664;Metschnikowia_kamakouana@Seq_2545;Metschnikowia_kamakouana@Seq_425;Metschnikowia_kamakouana@Seq_3244;Metschnikowia_kamakouana@Seq_3723;Metschnikowia_kamakouana@Seq_3509;Metschnikowia_kamakouana@Seq_4292;Metschnikowia_kamakouana@Seq_5568"
"MNXR102054"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_5251"	NA	""	"Metschnikowia_kamakouana@Seq_5251"
"MNXR95444"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_108"	NA	""	"Metschnikowia_kamakouana@Seq_108"
"MNXR100289"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_kamakouana@Seq_3511"	"Metschnikowia_kamakouana@Seq_3511"	"Metschnikowia_kamakouana@Seq_3511"	"Metschnikowia_kamakouana@Seq_3511"
"MNXR100097"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_630"	NA	""	"Metschnikowia_kamakouana@Seq_630"
"MNXR106388"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_kamakouana@Seq_2161 or Metschnikowia_kamakouana@Seq_2972 or Metschnikowia_kamakouana@Seq_1816"	"Metschnikowia_kamakouana@Seq_1816 or Metschnikowia_kamakouana@Seq_2161 or Metschnikowia_kamakouana@Seq_2972"	"Metschnikowia_kamakouana@Seq_2161;Metschnikowia_kamakouana@Seq_2972;Metschnikowia_kamakouana@Seq_1816"	"Metschnikowia_kamakouana@Seq_2161;Metschnikowia_kamakouana@Seq_2972;Metschnikowia_kamakouana@Seq_1816"
"MNXR101888"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_622 or Metschnikowia_kamakouana@Seq_4209 or Metschnikowia_kamakouana@Seq_3995"	NA	""	"Metschnikowia_kamakouana@Seq_622;Metschnikowia_kamakouana@Seq_4209;Metschnikowia_kamakouana@Seq_3995"
"MNXR101861"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_5251 or Metschnikowia_kamakouana@Seq_4603"	NA	""	"Metschnikowia_kamakouana@Seq_5251;Metschnikowia_kamakouana@Seq_4603"
"MNXR101882"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_kamakouana@Seq_122 or Metschnikowia_kamakouana@Seq_2235"	"Metschnikowia_kamakouana@Seq_122 or Metschnikowia_kamakouana@Seq_2235"	"Metschnikowia_kamakouana@Seq_122;Metschnikowia_kamakouana@Seq_2235"	"Metschnikowia_kamakouana@Seq_122;Metschnikowia_kamakouana@Seq_2235"
"MNXR106392"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_5518 or Metschnikowia_kamakouana@Seq_2726"	NA	""	"Metschnikowia_kamakouana@Seq_5518;Metschnikowia_kamakouana@Seq_2726"
"MNXR106395"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_5518 or Metschnikowia_kamakouana@Seq_2726"	NA	""	"Metschnikowia_kamakouana@Seq_5518;Metschnikowia_kamakouana@Seq_2726"
"MNXR100291"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_3511"	NA	""	"Metschnikowia_kamakouana@Seq_3511"
"MNXR100098"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_kamakouana@Seq_630"	"Metschnikowia_kamakouana@Seq_630"	"Metschnikowia_kamakouana@Seq_630"	"Metschnikowia_kamakouana@Seq_630"
"MNXR96129"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_kamakouana@Seq_425 or Metschnikowia_kamakouana@Seq_3244 or Metschnikowia_kamakouana@Seq_3723"	"Metschnikowia_kamakouana@Seq_3244"	"Metschnikowia_kamakouana@Seq_3244"	"Metschnikowia_kamakouana@Seq_425;Metschnikowia_kamakouana@Seq_3244;Metschnikowia_kamakouana@Seq_3723"
"MNXR95856"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_3330"	NA	""	"Metschnikowia_kamakouana@Seq_3330"
"MNXR95435"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_kamakouana@Seq_3654"	"Metschnikowia_kamakouana@Seq_3654"	"Metschnikowia_kamakouana@Seq_3654"	"Metschnikowia_kamakouana@Seq_3654"
"MNXR95450"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_kamakouana@Seq_4414 or Metschnikowia_kamakouana@Seq_2938"	"Metschnikowia_kamakouana@Seq_3358 or Metschnikowia_kamakouana@Seq_4414"	"Metschnikowia_kamakouana@Seq_4414"	"Metschnikowia_kamakouana@Seq_4414;Metschnikowia_kamakouana@Seq_2938;Metschnikowia_kamakouana@Seq_3358"
"MNXR97762"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_kamakouana@Seq_845"	"Metschnikowia_kamakouana@Seq_845"	"Metschnikowia_kamakouana@Seq_845"	"Metschnikowia_kamakouana@Seq_845"
"MNXR95841"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_kamakouana@Seq_3232 or Metschnikowia_kamakouana@Seq_1995"	"Metschnikowia_kamakouana@Seq_3232"	"Metschnikowia_kamakouana@Seq_3232"	"Metschnikowia_kamakouana@Seq_3232;Metschnikowia_kamakouana@Seq_1995"
"MNXR106405"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_3325"	NA	""	"Metschnikowia_kamakouana@Seq_3325"
"MNXR96884"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_4547 or Metschnikowia_kamakouana@Seq_4082"	NA	""	"Metschnikowia_kamakouana@Seq_4547;Metschnikowia_kamakouana@Seq_4082"
"MNXR101931"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_425 or Metschnikowia_kamakouana@Seq_3244 or Metschnikowia_kamakouana@Seq_3723"	NA	""	"Metschnikowia_kamakouana@Seq_425;Metschnikowia_kamakouana@Seq_3244;Metschnikowia_kamakouana@Seq_3723"
"MNXR101935"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_kamakouana@Seq_3325"	"Metschnikowia_kamakouana@Seq_3325 or Metschnikowia_kamakouana@Seq_3358"	"Metschnikowia_kamakouana@Seq_3325"	"Metschnikowia_kamakouana@Seq_3325;Metschnikowia_kamakouana@Seq_3358"
"MNXR106413"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_4414 or Metschnikowia_kamakouana@Seq_3358"	NA	""	"Metschnikowia_kamakouana@Seq_4414;Metschnikowia_kamakouana@Seq_3358"
"MNXR105118"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_kamakouana@Seq_192"	"Metschnikowia_kamakouana@Seq_192"	"Metschnikowia_kamakouana@Seq_192"	"Metschnikowia_kamakouana@Seq_192"
"MNXR101933"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_425 or Metschnikowia_kamakouana@Seq_3244 or Metschnikowia_kamakouana@Seq_3723"	NA	""	"Metschnikowia_kamakouana@Seq_425;Metschnikowia_kamakouana@Seq_3244;Metschnikowia_kamakouana@Seq_3723"
"MNXR99209"	"RAVEN_kegg"	"Metschnikowia_kamakouana@Seq_5251"	NA	""	"Metschnikowia_kamakouana@Seq_5251"
"MNXR95501"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_kamakouana@Seq_155"	"Metschnikowia_kamakouana@Seq_155"	"Metschnikowia_kamakouana@Seq_155"	"Metschnikowia_kamakouana@Seq_155"
