"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR95786"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_dekortum@Seq_564"	"Metschnikowia_dekortum@Seq_564"	"Metschnikowia_dekortum@Seq_564"	"Metschnikowia_dekortum@Seq_564"
"MNXR106335"	"RAVEN_kegg"	"Metschnikowia_dekortum@Seq_1572 or Metschnikowia_dekortum@Seq_4921"	NA	""	"Metschnikowia_dekortum@Seq_1572;Metschnikowia_dekortum@Seq_4921"
"MNXR96455"	"RAVEN_kegg;RAVEN_biocyc"	"Metschnikowia_dekortum@Seq_4035"	"Metschnikowia_dekortum@Seq_4035"	"Metschnikowia_dekortum@Seq_4035"	"Metschnikowia_dekortum@Seq_4035"
"MNXR95163"	"RAVEN_kegg"	"Metschnikowia_dekortum@Seq_1003"	NA	""	"Metschnikowia_dekortum@Seq_1003"
"MNXR102428"	"RAVEN_kegg"	"Metschnikowia_dekortum@Seq_4104 or Metschnikowia_dekortum@Seq_3129 or Metschnikowia_dekortum@Seq_1228 or Metschnikowia_dekortum@Seq_1572 or Metschnikowia_dekortum@Seq_4921"	NA	""	"Metschnikowia_dekortum@Seq_4104;Metschnikowia_dekortum@Seq_3129;Metschnikowia_dekortum@Seq_1228;Metschnikowia_dekortum@Seq_1572;Metschnikowia_dekortum@Seq_4921"
"MNXR100245"	"RAVEN_kegg"	"Metschnikowia_dekortum@Seq_5407"	NA	""	"Metschnikowia_dekortum@Seq_5407"
"MNXR95628"	"RAVEN_kegg"	"Metschnikowia_dekortum@Seq_1962"	NA	""	"Metschnikowia_dekortum@Seq_1962"
"MNXR106342"	"RAVEN_kegg"	"Metschnikowia_dekortum@Seq_4111"	NA	""	"Metschnikowia_dekortum@Seq_4111"
"MNXR106343"	"RAVEN_kegg"	"Metschnikowia_dekortum@Seq_4076 or Metschnikowia_dekortum@Seq_649 or Metschnikowia_dekortum@Seq_22 or Metschnikowia_dekortum@Seq_1614 or Metschnikowia_dekortum@Seq_74 or Metschnikowia_dekortum@Seq_4738"	NA	""	"Metschnikowia_dekortum@Seq_4076;Metschnikowia_dekortum@Seq_649;Metschnikowia_dekortum@Seq_22;Metschnikowia_dekortum@Seq_1614;Metschnikowia_dekortum@Seq_74;Metschnikowia_dekortum@Seq_4738"
"MNXR101350"	"RAVEN_kegg"	"Metschnikowia_dekortum@Seq_62 or Metschnikowia_dekortum@Seq_4469"	NA	""	"Metschnikowia_dekortum@Seq_62;Metschnikowia_dekortum@Seq_4469"
