query id	uniprot id	identity
Tetrapisispora_blattae@Seq_1	tr|I2H7H4|I2H7H4_TETBL	100.0
Tetrapisispora_blattae@Seq_10	tr|I2H1M0|I2H1M0_TETBL	100.0
Tetrapisispora_blattae@Seq_100	tr|I2H9X2|I2H9X2_TETBL	100.0
Tetrapisispora_blattae@Seq_1000	tr|I2GZM8|I2GZM8_TETBL	100.0
Tetrapisispora_blattae@Seq_1001	tr|I2GY65|I2GY65_TETBL	100.0
Tetrapisispora_blattae@Seq_1002	tr|I2H8H3|I2H8H3_TETBL	94.17200000000001
Tetrapisispora_blattae@Seq_1003	tr|I2H194|I2H194_TETBL	100.0
Tetrapisispora_blattae@Seq_1004	tr|I2H262|I2H262_TETBL	100.0
Tetrapisispora_blattae@Seq_1005	tr|I2H744|I2H744_TETBL	100.0
Tetrapisispora_blattae@Seq_1006	tr|I2H1F5|I2H1F5_TETBL	100.0
Tetrapisispora_blattae@Seq_1007	tr|I2GWZ3|I2GWZ3_TETBL	100.0
Tetrapisispora_blattae@Seq_1008	tr|I2H6W9|I2H6W9_TETBL	98.824
Tetrapisispora_blattae@Seq_1009	tr|I2GWG8|I2GWG8_TETBL	100.0
Tetrapisispora_blattae@Seq_1010	tr|I2H614|I2H614_TETBL	93.333
Tetrapisispora_blattae@Seq_1011	tr|I2H7L9|I2H7L9_TETBL	100.0
Tetrapisispora_blattae@Seq_1012	tr|I2GW23|I2GW23_TETBL	99.93700000000001
Tetrapisispora_blattae@Seq_1013	tr|I2H8Q5|I2H8Q5_TETBL	100.0
Tetrapisispora_blattae@Seq_1014	tr|I2H6L5|I2H6L5_TETBL	100.0
Tetrapisispora_blattae@Seq_1015	tr|I2H8G9|I2H8G9_TETBL	100.0
Tetrapisispora_blattae@Seq_1016	tr|I2GZT8|I2GZT8_TETBL	100.0
Tetrapisispora_blattae@Seq_1017	tr|I2GYX0|I2GYX0_TETBL	100.0
Tetrapisispora_blattae@Seq_1018	tr|I2GXH7|I2GXH7_TETBL	100.0
Tetrapisispora_blattae@Seq_1019	tr|I2H9R5|I2H9R5_TETBL	100.0
Tetrapisispora_blattae@Seq_102	tr|I2GYL9|I2GYL9_TETBL	100.0
Tetrapisispora_blattae@Seq_1020	tr|I2H848|I2H848_TETBL	100.0
Tetrapisispora_blattae@Seq_1021	tr|I2GXH5|I2GXH5_TETBL	100.0
Tetrapisispora_blattae@Seq_1022	tr|I2GVC7|I2GVC7_TETBL	100.0
Tetrapisispora_blattae@Seq_1023	tr|I2H3Z1|I2H3Z1_TETBL	100.0
Tetrapisispora_blattae@Seq_1024	tr|I2GYA2|I2GYA2_TETBL	100.0
Tetrapisispora_blattae@Seq_1025	tr|I2GXY9|I2GXY9_TETBL	100.0
Tetrapisispora_blattae@Seq_1026	tr|I2H2Z8|I2H2Z8_TETBL	96.485
Tetrapisispora_blattae@Seq_1027	tr|I2H379|I2H379_TETBL	100.0
Tetrapisispora_blattae@Seq_1028	tr|I2H3G6|I2H3G6_TETBL	100.0
Tetrapisispora_blattae@Seq_1029	tr|I2GYT0|I2GYT0_TETBL	100.0
Tetrapisispora_blattae@Seq_103	tr|I2H4B3|I2H4B3_TETBL	100.0
Tetrapisispora_blattae@Seq_1030	tr|I2GWH4|I2GWH4_TETBL	100.0
Tetrapisispora_blattae@Seq_1031	tr|I2GVD8|I2GVD8_TETBL	100.0
Tetrapisispora_blattae@Seq_1032	tr|I2GW49|I2GW49_TETBL	100.0
Tetrapisispora_blattae@Seq_1033	tr|I2H817|I2H817_TETBL	100.0
Tetrapisispora_blattae@Seq_1034	tr|I2GXX7|I2GXX7_TETBL	100.0
Tetrapisispora_blattae@Seq_1035	tr|I2GWC0|I2GWC0_TETBL	100.0
Tetrapisispora_blattae@Seq_1036	tr|I2H8H3|I2H8H3_TETBL	100.0
Tetrapisispora_blattae@Seq_1037	tr|I2H8X4|I2H8X4_TETBL	100.0
Tetrapisispora_blattae@Seq_1038	tr|I2H863|I2H863_TETBL	100.0
Tetrapisispora_blattae@Seq_1039	tr|I2H398|I2H398_TETBL	100.0
Tetrapisispora_blattae@Seq_104	tr|I2H3J3|I2H3J3_TETBL	100.0
Tetrapisispora_blattae@Seq_1040	tr|I2GXH1|I2GXH1_TETBL	100.0
Tetrapisispora_blattae@Seq_1041	tr|I2GVD9|I2GVD9_TETBL	100.0
Tetrapisispora_blattae@Seq_1042	tr|I2GVT3|I2GVT3_TETBL	100.0
Tetrapisispora_blattae@Seq_1043	tr|I2GUS3|I2GUS3_TETBL	100.0
Tetrapisispora_blattae@Seq_1044	tr|I2H6C4|I2H6C4_TETBL	100.0
Tetrapisispora_blattae@Seq_1045	tr|I2H806|I2H806_TETBL	100.0
Tetrapisispora_blattae@Seq_1046	tr|I2H6E5|I2H6E5_TETBL	100.0
Tetrapisispora_blattae@Seq_1047	tr|I2GVP9|I2GVP9_TETBL	100.0
Tetrapisispora_blattae@Seq_1048	tr|I2GXI7|I2GXI7_TETBL	100.0
Tetrapisispora_blattae@Seq_1049	tr|I2GVA2|I2GVA2_TETBL	100.0
Tetrapisispora_blattae@Seq_105	tr|I2H4R7|I2H4R7_TETBL	100.0
Tetrapisispora_blattae@Seq_1050	tr|I2H1P2|I2H1P2_TETBL	100.0
Tetrapisispora_blattae@Seq_1051	tr|I2GZX7|I2GZX7_TETBL	100.0
Tetrapisispora_blattae@Seq_1052	tr|I2GXU2|I2GXU2_TETBL	100.0
Tetrapisispora_blattae@Seq_1053	tr|I2H344|I2H344_TETBL	100.0
Tetrapisispora_blattae@Seq_1054	tr|I2H5I1|I2H5I1_TETBL	100.0
Tetrapisispora_blattae@Seq_1055	tr|I2H5B5|I2H5B5_TETBL	100.0
Tetrapisispora_blattae@Seq_1056	tr|I2GVP3|I2GVP3_TETBL	100.0
Tetrapisispora_blattae@Seq_1058	tr|I2H468|I2H468_TETBL	100.0
Tetrapisispora_blattae@Seq_1059	tr|I2GVN1|I2GVN1_TETBL	100.0
Tetrapisispora_blattae@Seq_106	tr|I2H987|I2H987_TETBL	100.0
Tetrapisispora_blattae@Seq_1060	tr|I2GVR4|I2GVR4_TETBL	100.0
Tetrapisispora_blattae@Seq_1061	tr|I2H618|I2H618_TETBL	100.0
Tetrapisispora_blattae@Seq_1062	tr|I2H0R4|I2H0R4_TETBL	99.649
Tetrapisispora_blattae@Seq_1063	tr|I2GXC9|I2GXC9_TETBL	100.0
Tetrapisispora_blattae@Seq_1064	tr|I2GWC3|I2GWC3_TETBL	100.0
