query id	uniprot id	identity
Lachancea_fermentati@Seq_10	tr|A0A1G4MI56|A0A1G4MI56_LACFM	100.0
Lachancea_fermentati@Seq_100	tr|A0A1G4M7V0|A0A1G4M7V0_LACFM	100.0
Lachancea_fermentati@Seq_1000	tr|A0A1G4MAM1|A0A1G4MAM1_LACFM	100.0
Lachancea_fermentati@Seq_1001	tr|A0A1G4MJB9|A0A1G4MJB9_LACFM	100.0
Lachancea_fermentati@Seq_1002	tr|A0A1G4MDT1|A0A1G4MDT1_LACFM	100.0
Lachancea_fermentati@Seq_1003	tr|A0A1G4M7S0|A0A1G4M7S0_LACFM	100.0
Lachancea_fermentati@Seq_1004	tr|A0A1G4MJE5|A0A1G4MJE5_LACFM	100.0
Lachancea_fermentati@Seq_1005	tr|A0A1G4MEU3|A0A1G4MEU3_LACFM	100.0
Lachancea_fermentati@Seq_1006	tr|A0A1G4MKZ4|A0A1G4MKZ4_LACFM	100.0
Lachancea_fermentati@Seq_1007	tr|A0A1G4M838|A0A1G4M838_LACFM	100.0
Lachancea_fermentati@Seq_1008	tr|A0A1G4M7S2|A0A1G4M7S2_LACFM	100.0
Lachancea_fermentati@Seq_1009	tr|A0A1G4MAB5|A0A1G4MAB5_LACFM	100.0
Lachancea_fermentati@Seq_101	tr|A0A1G4MHZ4|A0A1G4MHZ4_LACFM	100.0
Lachancea_fermentati@Seq_1010	tr|A0A1G4MI91|A0A1G4MI91_LACFM	100.0
Lachancea_fermentati@Seq_1011	tr|A0A1G4MC46|A0A1G4MC46_LACFM	100.0
Lachancea_fermentati@Seq_1012	tr|A0A1G4M8P1|A0A1G4M8P1_LACFM	100.0
Lachancea_fermentati@Seq_1013	tr|A0A1G4MHZ2|A0A1G4MHZ2_LACFM	100.0
Lachancea_fermentati@Seq_1014	tr|A0A1G4M9A2|A0A1G4M9A2_LACFM	100.0
Lachancea_fermentati@Seq_1015	tr|A0A1G4MFL9|A0A1G4MFL9_LACFM	100.0
Lachancea_fermentati@Seq_1016	tr|A0A1G4M9U9|A0A1G4M9U9_LACFM	100.0
Lachancea_fermentati@Seq_1017	tr|A0A1G4MA82|A0A1G4MA82_LACFM	100.0
Lachancea_fermentati@Seq_1018	tr|A0A1G4M9T1|A0A1G4M9T1_LACFM	100.0
Lachancea_fermentati@Seq_1019	tr|A0A1G4M7S6|A0A1G4M7S6_LACFM	100.0
Lachancea_fermentati@Seq_102	tr|A0A1G4MCT8|A0A1G4MCT8_LACFM	100.0
Lachancea_fermentati@Seq_1020	tr|A0A1G4M6T4|A0A1G4M6T4_LACFM	100.0
Lachancea_fermentati@Seq_1021	tr|A0A1G4MGF6|A0A1G4MGF6_LACFM	100.0
Lachancea_fermentati@Seq_1022	tr|A0A1G4MHZ5|A0A1G4MHZ5_LACFM	100.0
Lachancea_fermentati@Seq_1023	tr|A0A1G4MHE0|A0A1G4MHE0_LACFM	100.0
Lachancea_fermentati@Seq_1024	tr|A0A1G4MDU3|A0A1G4MDU3_LACFM	100.0
Lachancea_fermentati@Seq_1025	tr|A0A1G4MC12|A0A1G4MC12_LACFM	100.0
Lachancea_fermentati@Seq_1026	tr|A0A1G4MGQ2|A0A1G4MGQ2_LACFM	100.0
Lachancea_fermentati@Seq_1027	tr|A0A1G4MAZ9|A0A1G4MAZ9_LACFM	100.0
Lachancea_fermentati@Seq_1028	tr|A0A1G4M8H2|A0A1G4M8H2_LACFM	100.0
Lachancea_fermentati@Seq_1029	tr|A0A1G4ML11|A0A1G4ML11_LACFM	100.0
Lachancea_fermentati@Seq_103	tr|A0A1G4MB02|A0A1G4MB02_LACFM	100.0
Lachancea_fermentati@Seq_1030	tr|A0A1G4MDA2|A0A1G4MDA2_LACFM	100.0
Lachancea_fermentati@Seq_1031	tr|A0A1G4MCV7|A0A1G4MCV7_LACFM	100.0
Lachancea_fermentati@Seq_1032	tr|A0A1G4M6W8|A0A1G4M6W8_LACFM	100.0
Lachancea_fermentati@Seq_1033	tr|A0A1G4M8Z1|A0A1G4M8Z1_LACFM	100.0
Lachancea_fermentati@Seq_1034	tr|A0A1G4MCQ5|A0A1G4MCQ5_LACFM	100.0
