query id	uniprot id	identity
Komagataella_pastoris@Seq_1	PAS_chr3_0259	100
Komagataella_pastoris@Seq_10	PAS_chr4_0510	100
Komagataella_pastoris@Seq_100	PAS_chr1-4_0530	100
Komagataella_pastoris@Seq_1000	PAS_chr2-1_0376	100
Komagataella_pastoris@Seq_1001	PAS_chr1-4_0430	100
Komagataella_pastoris@Seq_1002	PAS_chr2-1_0802	99.823
Komagataella_pastoris@Seq_1004	PAS_chr1-1_0450	100
Komagataella_pastoris@Seq_1005	PAS_chr4_0461	100
Komagataella_pastoris@Seq_1006	PAS_chr2-1_0476	100
Komagataella_pastoris@Seq_1007	PAS_chr3_0716	100
Komagataella_pastoris@Seq_1008	PAS_chr4_0879	100
Komagataella_pastoris@Seq_1009	PAS_chr2-1_0077	100
Komagataella_pastoris@Seq_101	PAS_chr2-1_0682	100
Komagataella_pastoris@Seq_1010	PAS_chr4_0847	100
Komagataella_pastoris@Seq_1011	PAS_chr4_0180	100
Komagataella_pastoris@Seq_1012	PAS_chr1-4_0149	100
Komagataella_pastoris@Seq_1013	PAS_chr4_0340	100
Komagataella_pastoris@Seq_1014	PAS_chr3_0665	100
Komagataella_pastoris@Seq_1015	PAS_chr1-4_0115	100
Komagataella_pastoris@Seq_1016	PAS_chr1-4_0236	100
Komagataella_pastoris@Seq_1017	PAS_chr2-2_0128	100
Komagataella_pastoris@Seq_1018	PAS_chr3_0276	100
Komagataella_pastoris@Seq_1019	PAS_chr3_1211	100
Komagataella_pastoris@Seq_102	PAS_chr3_0563	100
Komagataella_pastoris@Seq_1020	PAS_chr1-3_0203	100
Komagataella_pastoris@Seq_1022	PAS_chr1-4_0120	100
Komagataella_pastoris@Seq_1023	PAS_chr3_0477	100
Komagataella_pastoris@Seq_1024	PAS_chr1-4_0532	100
Komagataella_pastoris@Seq_1025	PAS_chr1-1_0401	100
Komagataella_pastoris@Seq_1027	PAS_chr3_0637	100
Komagataella_pastoris@Seq_1028	PAS_chr2-1_0123	100
Komagataella_pastoris@Seq_1029	PAS_chr1-1_0097	100
Komagataella_pastoris@Seq_103	PAS_chr3_0963	100
Komagataella_pastoris@Seq_1030	PAS_chr1-1_0149	100
Komagataella_pastoris@Seq_1031	PAS_chr3_0807	100
Komagataella_pastoris@Seq_1033	PAS_chr3_0594	100
Komagataella_pastoris@Seq_1034	PAS_chr1-4_0626	100
Komagataella_pastoris@Seq_1035	PAS_chr2-2_0490	100
Komagataella_pastoris@Seq_1036	PAS_chr3_0784	100
Komagataella_pastoris@Seq_1037	PAS_c131_0007	100
Komagataella_pastoris@Seq_1038	PAS_chr1-3_0142	100
Komagataella_pastoris@Seq_1039	PAS_chr2-1_0497	100
Komagataella_pastoris@Seq_104	PAS_chr1-1_0483	100
Komagataella_pastoris@Seq_1040	PAS_chr1-1_0211	100
Komagataella_pastoris@Seq_1041	PAS_chr3_0626	100
Komagataella_pastoris@Seq_1042	PAS_chr2-1_0114	100
Komagataella_pastoris@Seq_1043	PAS_chr1-4_0397	100
Komagataella_pastoris@Seq_1044	PAS_chr1-1_0043	91.209
Komagataella_pastoris@Seq_1045	PAS_FragB_0066	100
Komagataella_pastoris@Seq_1046	PAS_chr2-1_0829	100
Komagataella_pastoris@Seq_1047	PAS_chr4_0279	99.597
Komagataella_pastoris@Seq_1048	PAS_chr2-2_0296	100
Komagataella_pastoris@Seq_1049	PAS_chr1-3_0053	100
Komagataella_pastoris@Seq_105	PAS_chr3_0404	100
Komagataella_pastoris@Seq_1050	PAS_chr3_1092	100
Komagataella_pastoris@Seq_1051	PAS_chr3_0587	100
Komagataella_pastoris@Seq_1052	PAS_chr2-1_0703	100
Komagataella_pastoris@Seq_1053	PAS_chr3_1131	100
Komagataella_pastoris@Seq_1054	PAS_chr2-2_0497	100
Komagataella_pastoris@Seq_1055	PAS_chr4_0518	100
Komagataella_pastoris@Seq_1056	PAS_chr4_0748	100
Komagataella_pastoris@Seq_1057	PAS_chr1-3_0077	86.996
Komagataella_pastoris@Seq_1058	PAS_chr2-2_0341	100
Komagataella_pastoris@Seq_1059	PAS_chr4_0865	100
Komagataella_pastoris@Seq_106	PAS_chr3_1223	100
Komagataella_pastoris@Seq_1060	PAS_chr2-1_0707	100
Komagataella_pastoris@Seq_1061	PAS_chr1-4_0692	100
Komagataella_pastoris@Seq_1062	PAS_chr3_1045	98.333
Komagataella_pastoris@Seq_1063	PAS_chr4_0201	99.628
Komagataella_pastoris@Seq_1064	PAS_chr2-1_0423	100
Komagataella_pastoris@Seq_1065	PAS_chr3_1142	100
Komagataella_pastoris@Seq_1066	PAS_chr3_0746	100
Komagataella_pastoris@Seq_1067	PAS_chr1-4_0225	100
Komagataella_pastoris@Seq_1068	PAS_chr3_0615	100
Komagataella_pastoris@Seq_1069	PAS_chr4_0045	100
Komagataella_pastoris@Seq_107	PAS_chr4_0584	100
Komagataella_pastoris@Seq_1070	PAS_chr3_0987	100
Komagataella_pastoris@Seq_1071	PAS_chr3_1011	100
Komagataella_pastoris@Seq_1072	PAS_chr1-1_0091	100
Komagataella_pastoris@Seq_1073	PAS_FragB_0026	100
Komagataella_pastoris@Seq_1074	PAS_chr2-2_0203	100
Komagataella_pastoris@Seq_1075	PAS_chr3_0643	100
Komagataella_pastoris@Seq_1076	PAS_chr2-1_0043	100
Komagataella_pastoris@Seq_1077	PAS_chr1-3_0164	100
Komagataella_pastoris@Seq_1078	PAS_chr1-1_0004	100
Komagataella_pastoris@Seq_1079	PAS_chr3_0200	100
Komagataella_pastoris@Seq_108	PAS_chr1-1_0024	100
Komagataella_pastoris@Seq_1080	PAS_chr1-4_0195	100
Komagataella_pastoris@Seq_1081	PAS_chr2-1_0005	100
Komagataella_pastoris@Seq_1082	PAS_chr3_0818	100
Komagataella_pastoris@Seq_1083	PAS_chr4_0628	100
Komagataella_pastoris@Seq_1084	PAS_chr1-4_0601	100
Komagataella_pastoris@Seq_1085	PAS_chr1-3_0188	100
Komagataella_pastoris@Seq_1087	PAS_chr4_0783	100
Komagataella_pastoris@Seq_1088	PAS_chr2-1_0028	100
Komagataella_pastoris@Seq_1089	PAS_chr3_0118	100
Komagataella_pastoris@Seq_109	PAS_chr1-4_0331	100
Komagataella_pastoris@Seq_1090	PAS_chr1-1_0475	100
Komagataella_pastoris@Seq_1091	PAS_chr2-1_0231	100
Komagataella_pastoris@Seq_1092	PAS_chr1-4_0293	100
Komagataella_pastoris@Seq_1093	PAS_chr4_0018	100
Komagataella_pastoris@Seq_1094	PAS_chr3_1148	100
Komagataella_pastoris@Seq_1095	PAS_chr1-1_0011	100
Komagataella_pastoris@Seq_1096	PAS_chr1-3_0068	100
Komagataella_pastoris@Seq_1097	PAS_chr4_0888	100
Komagataella_pastoris@Seq_1098	PAS_chr4_0547	100
Komagataella_pastoris@Seq_1099	PAS_chr2-2_0345	100
Komagataella_pastoris@Seq_11	PAS_chr2-1_0500	100
Komagataella_pastoris@Seq_110	PAS_chr1-1_0181	100
Komagataella_pastoris@Seq_1100	PAS_chr2-1_0131	100
Komagataella_pastoris@Seq_1101	PAS_chr4_0668	100
