query id	uniprot id	identity
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1	tr|A0A0A8KZ75|A0A0A8KZ75_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_10	tr|A0A0A8L916|A0A0A8L916_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_100	tr|A0A0A8L421|A0A0A8L421_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1001	tr|A0A0A8L848|A0A0A8L848_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1002	tr|A0A0A8L6U4|A0A0A8L6U4_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1003	tr|A0A0A8L106|A0A0A8L106_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1004	tr|A0A0A8L5P4|A0A0A8L5P4_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1005	tr|A0A0A8KZ01|A0A0A8KZ01_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1006	tr|A0A0A8L392|A0A0A8L392_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1007	tr|A0A0A8L6J4|A0A0A8L6J4_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1008	tr|A0A0A8L849|A0A0A8L849_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1009	tr|A0A0A8L4B3|A0A0A8L4B3_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_101	tr|A0A0A8KZG6|A0A0A8KZG6_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1010	tr|A0A0A8LDQ9|A0A0A8LDQ9_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1011	tr|A0A0A8LA38|A0A0A8LA38_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1012	tr|A0A0A8L237|A0A0A8L237_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1013	tr|A0A0A8L9F7|A0A0A8L9F7_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1014	tr|A0A0A8L7H0|A0A0A8L7H0_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1015	tr|A0A0A8L203|A0A0A8L203_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1016	tr|A0A0A8L967|A0A0A8L967_9SACH	99.45
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1017	tr|A0A0A8LB58|A0A0A8LB58_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1018	tr|A0A0A8L1R8|A0A0A8L1R8_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1019	tr|A0A0A8LBT2|A0A0A8LBT2_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_102	tr|A0A0A8L3W6|A0A0A8L3W6_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1020	tr|A0A0A8L530|A0A0A8L530_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1021	tr|A0A0A8L0U9|A0A0A8L0U9_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1022	tr|A0A0A8L651|A0A0A8L651_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1023	tr|A0A0A8L0L9|A0A0A8L0L9_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1024	tr|A0A0A8L7I9|A0A0A8L7I9_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1025	tr|A0A0A8L1Y5|A0A0A8L1Y5_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1026	tr|A0A0A8L150|A0A0A8L150_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1027	tr|A0A0A8L6W9|A0A0A8L6W9_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1028	tr|A0A0A8KZV0|A0A0A8KZV0_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1029	tr|A0A0A8L132|A0A0A8L132_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_103	tr|A0A0A8L9K7|A0A0A8L9K7_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1030	tr|A0A0A8L9C5|A0A0A8L9C5_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1031	tr|A0A0A8L5C5|A0A0A8L5C5_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1032	tr|A0A0A8LD86|A0A0A8LD86_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1033	tr|A0A0A8L5C4|A0A0A8L5C4_9SACH	99.804
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1034	tr|A0A0A8LDW2|A0A0A8LDW2_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1035	tr|A0A0A8L7B1|A0A0A8L7B1_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1037	tr|A0A0A8L370|A0A0A8L370_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1038	tr|A0A0A8KZT8|A0A0A8KZT8_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1039	tr|A0A0A8L6A1|A0A0A8L6A1_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_104	tr|A0A0A8L4A2|A0A0A8L4A2_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1040	tr|A0A0A8L5I2|A0A0A8L5I2_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1041	tr|A0A0A8L9Q3|A0A0A8L9Q3_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1042	tr|A0A0A8KZB1|A0A0A8KZB1_9SACH	100.0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_1043	tr|A0A0A8L9S5|A0A0A8L9S5_9SACH	100.0
