query id	uniprot id	identity
Tetrapisispora_phaffii@Seq_1	tr|G8BUY0|G8BUY0_TETPH	100.0
Tetrapisispora_phaffii@Seq_10	tr|G8BQ76|G8BQ76_TETPH	100.0
Tetrapisispora_phaffii@Seq_100	tr|G8C0U5|G8C0U5_TETPH	100.0
Tetrapisispora_phaffii@Seq_1000	tr|G8BP14|G8BP14_TETPH	100.0
Tetrapisispora_phaffii@Seq_1001	tr|G8C107|G8C107_TETPH	81.392
Tetrapisispora_phaffii@Seq_1002	tr|G8BPR6|G8BPR6_TETPH	100.0
Tetrapisispora_phaffii@Seq_1003	tr|G8BR55|G8BR55_TETPH	100.0
Tetrapisispora_phaffii@Seq_1005	tr|G8BSX0|G8BSX0_TETPH	97.508
Tetrapisispora_phaffii@Seq_1006	tr|G8C2B7|G8C2B7_TETPH	100.0
Tetrapisispora_phaffii@Seq_1007	tr|G8BT17|G8BT17_TETPH	100.0
Tetrapisispora_phaffii@Seq_1008	tr|G8BYT3|G8BYT3_TETPH	100.0
Tetrapisispora_phaffii@Seq_1009	tr|G8BTW2|G8BTW2_TETPH	100.0
Tetrapisispora_phaffii@Seq_101	tr|G8BTV5|G8BTV5_TETPH	100.0
Tetrapisispora_phaffii@Seq_1010	tr|G8BZV8|G8BZV8_TETPH	100.0
Tetrapisispora_phaffii@Seq_1011	tr|G8BV09|G8BV09_TETPH	100.0
Tetrapisispora_phaffii@Seq_1012	tr|G8BTU4|G8BTU4_TETPH	100.0
Tetrapisispora_phaffii@Seq_1013	tr|G8BP54|G8BP54_TETPH	100.0
Tetrapisispora_phaffii@Seq_1014	tr|G8BXQ8|G8BXQ8_TETPH	100.0
Tetrapisispora_phaffii@Seq_1015	tr|G8BZS0|G8BZS0_TETPH	100.0
Tetrapisispora_phaffii@Seq_1017	tr|G8BZ97|G8BZ97_TETPH	100.0
Tetrapisispora_phaffii@Seq_1018	tr|G8BX74|G8BX74_TETPH	100.0
Tetrapisispora_phaffii@Seq_102	tr|G8BS14|G8BS14_TETPH	100.0
Tetrapisispora_phaffii@Seq_1020	tr|G8BNV2|G8BNV2_TETPH	100.0
Tetrapisispora_phaffii@Seq_1021	tr|G8BVF4|G8BVF4_TETPH	100.0
Tetrapisispora_phaffii@Seq_1022	tr|G8BTD6|G8BTD6_TETPH	100.0
Tetrapisispora_phaffii@Seq_1023	tr|G8BMK1|G8BMK1_TETPH	100.0
Tetrapisispora_phaffii@Seq_1024	tr|G8BX52|G8BX52_TETPH	100.0
Tetrapisispora_phaffii@Seq_1025	tr|G8BQ12|G8BQ12_TETPH	100.0
Tetrapisispora_phaffii@Seq_1026	tr|G8BY05|G8BY05_TETPH	100.0
Tetrapisispora_phaffii@Seq_1027	tr|G8BYQ0|G8BYQ0_TETPH	100.0
Tetrapisispora_phaffii@Seq_1028	tr|G8BYZ7|G8BYZ7_TETPH	100.0
Tetrapisispora_phaffii@Seq_1029	tr|G8BRR8|G8BRR8_TETPH	100.0
Tetrapisispora_phaffii@Seq_103	tr|G8BS25|G8BS25_TETPH	100.0
Tetrapisispora_phaffii@Seq_1030	tr|G8C0P5|G8C0P5_TETPH	100.0
Tetrapisispora_phaffii@Seq_1031	tr|G8BYT7|G8BYT7_TETPH	100.0
Tetrapisispora_phaffii@Seq_1032	tr|G8BQH0|G8BQH0_TETPH	100.0
Tetrapisispora_phaffii@Seq_1033	tr|G8BMY5|G8BMY5_TETPH	100.0
Tetrapisispora_phaffii@Seq_1034	tr|G8BVV1|G8BVV1_TETPH	100.0
Tetrapisispora_phaffii@Seq_1035	tr|G8C1J4|G8C1J4_TETPH	100.0
Tetrapisispora_phaffii@Seq_1037	tr|G8BT37|G8BT37_TETPH	100.0
Tetrapisispora_phaffii@Seq_1038	tr|G8BVQ3|G8BVQ3_TETPH	100.0
Tetrapisispora_phaffii@Seq_1039	tr|G8C111|G8C111_TETPH	99.273
Tetrapisispora_phaffii@Seq_104	tr|G8BPS0|G8BPS0_TETPH	100.0
Tetrapisispora_phaffii@Seq_1040	tr|G8C166|G8C166_TETPH	100.0
Tetrapisispora_phaffii@Seq_1041	tr|G8C0A4|G8C0A4_TETPH	100.0
Tetrapisispora_phaffii@Seq_1042	tr|G8BXQ4|G8BXQ4_TETPH	100.0
Tetrapisispora_phaffii@Seq_1043	tr|G8BN07|G8BN07_TETPH	100.0
Tetrapisispora_phaffii@Seq_1044	tr|G8C0B5|G8C0B5_TETPH	100.0
Tetrapisispora_phaffii@Seq_1045	tr|G8BW39|G8BW39_TETPH	100.0
Tetrapisispora_phaffii@Seq_1046	tr|G8C0N2|G8C0N2_TETPH	100.0
Tetrapisispora_phaffii@Seq_1047	tr|G8BV18|G8BV18_TETPH	100.0
Tetrapisispora_phaffii@Seq_1048	tr|G8BUE6|G8BUE6_TETPH	100.0
Tetrapisispora_phaffii@Seq_1049	tr|G8C1W2|G8C1W2_TETPH	100.0
Tetrapisispora_phaffii@Seq_1050	tr|G8BUC3|G8BUC3_TETPH	100.0
Tetrapisispora_phaffii@Seq_1051	tr|G8BYG8|G8BYG8_TETPH	100.0
Tetrapisispora_phaffii@Seq_1052	tr|G8BR80|G8BR80_TETPH	100.0
Tetrapisispora_phaffii@Seq_1053	tr|G8BVT6|G8BVT6_TETPH	100.0
Tetrapisispora_phaffii@Seq_1054	tr|G8BPW2|G8BPW2_TETPH	100.0
Tetrapisispora_phaffii@Seq_1055	tr|G8BQ96|G8BQ96_TETPH	100.0
Tetrapisispora_phaffii@Seq_1056	tr|G8C0J4|G8C0J4_TETPH	100.0
Tetrapisispora_phaffii@Seq_1057	tr|G8BWL0|G8BWL0_TETPH	100.0
Tetrapisispora_phaffii@Seq_1058	tr|G8BVX1|G8BVX1_TETPH	100.0
Tetrapisispora_phaffii@Seq_1059	tr|G8BNE0|G8BNE0_TETPH	100.0
Tetrapisispora_phaffii@Seq_106	tr|G8BY45|G8BY45_TETPH	100.0
Tetrapisispora_phaffii@Seq_1060	tr|G8BMK6|G8BMK6_TETPH	100.0
Tetrapisispora_phaffii@Seq_1061	tr|G8BU38|G8BU38_TETPH	100.0
Tetrapisispora_phaffii@Seq_1062	tr|G8BWD5|G8BWD5_TETPH	100.0
Tetrapisispora_phaffii@Seq_1063	tr|G8BYV3|G8BYV3_TETPH	100.0
Tetrapisispora_phaffii@Seq_1064	tr|G8BZU7|G8BZU7_TETPH	100.0
Tetrapisispora_phaffii@Seq_1065	tr|G8BU90|G8BU90_TETPH	100.0
Tetrapisispora_phaffii@Seq_1066	tr|G8C1J5|G8C1J5_TETPH	100.0
Tetrapisispora_phaffii@Seq_1067	tr|G8BZI0|G8BZI0_TETPH	100.0
Tetrapisispora_phaffii@Seq_1068	tr|G8BQE7|G8BQE7_TETPH	100.0
Tetrapisispora_phaffii@Seq_1069	tr|G8BWQ4|G8BWQ4_TETPH	100.0
