query id	uniprot id	identity
Schizosaccharomyces_pombe@Seq_1	sp|Q9UUF4|AIM19_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_10	sp|Q9P3B1|YIL2_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_100	sp|O13685|UBC13_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1000	sp|O94590|SEC1_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1001	sp|Q09892|HOG1_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1002	sp|Q9P6S4|MEU25_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1003	sp|O14205|VPS74_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1004	sp|O74315|AMO1_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1005	sp|O94631|MRM1_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1006	sp|Q10063|EHS1_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1007	sp|O94406|PRP18_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1008	sp|Q9C103|EME1_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1009	sp|G2TRM8|COA2_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_101	sp|Q9P6I4|YHG6_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1010	sp|Q9Y7U3|GEP4_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1011	sp|Q9C121|YIZK_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1012	sp|Q9P6R8|CWC24_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1013	sp|Q9UT62|YKJ4_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1014	sp|Q9Y7U4|NSE3_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1015	sp|P31406|VATA_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1016	sp|Q9C101|YKT8_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1017	sp|Q10490|SYLC_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1018	sp|O94407|SEC65_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1019	sp|O74793|YOUB_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_102	sp|O94564|YGD6_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1020	sp|P40379|REC16_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1021	sp|O74758|YBE3_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1022	sp|Q09723|TR112_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1023	sp|Q9UR06|MMF2_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1024	sp|Q10341|SST_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1025	sp|O74746|SPF31_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1026	sp|Q9USK6|CBP3_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1027	sp|P14068|XPO1_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1028	sp|O94616|RPAC1_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1029	sp|O14224|GDIR_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_103	sp|O14131|MU191_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1030	sp|Q9UT25|YFY2_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1031	sp|Q9URX9|PXR1_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1032	sp|P05767|RL39_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1033	sp|Q9US02|SDHF1_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1034	sp|P0CT57|RS14B_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1035	sp|Q10412|RSC58_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1036	sp|O13963|MVD1_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1037	sp|O94271|YORN_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1038	sp|G2TRR8|YP3A_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1039	sp|O74365|SOL1_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_104	sp|Q9UTF8|UGO1_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1040	sp|Q10078|PPK13_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1041	sp|Q9Y7X4|YGRG_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1042	sp|O74850|DGAT2_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1043	sp|O59682|LCB1_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1044	sp|O74481|YQJ8_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1045	sp|O43066|PPK30_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1046	sp|Q9US60|KLP3_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1047	sp|P87308|LSB5_SCHPO	100.0
Schizosaccharomyces_pombe@Seq_1048	sp|Q10248|YD1K_SCHPO	100.0
