Rxn name	Formula	Gene-reaction association	LB	UB	Objective
r_0001	s_0025[c] + 2 s_0709[m]  -> 2 s_0710[m] + s_1399[c] 	(G8BUK4_TETPH and G8BUM8_TETPH) or (G8BUK4_TETPH and YJR048W) or (G8BUM8_TETPH and YEL071W) or (YEL071W and YJR048W)	  0.00	   Inf	  0.00
r_0002	s_0027[m] + 2 s_0709[m]  -> 2 s_0710[m] + s_1401[m] 	(G8BNC7_TETPH and G8BUM8_TETPH) or (G8BNC7_TETPH and YJR048W)	  0.00	   Inf	  0.00
r_0003	s_0035[c] + s_1198[c]  -> s_0020[c] + s_0794[c] + s_1203[c] 	YAL060W	  0.00	   Inf	  0.00
r_0004	s_0063[c] + 2 s_0709[m]  -> 2 s_0710[m] + s_1399[c] 	(G8BUM8_TETPH and G8BPC4_TETPH) or (YJR048W and G8BPC4_TETPH)	  0.00	   Inf	  0.00
r_0006	s_1543[c]  -> s_0004[ce] + s_0794[c] + s_1538[c] 	G8BSZ9_TETPH or YPR159W	  0.00	   Inf	  0.00
r_0014	s_0142[c] + s_0794[c] + s_0803[c]  -> s_0313[c] + s_0419[c] 	G8C0V0_TETPH	  0.00	   Inf	  0.00
r_0015	s_0141[c] + s_0794[c] + s_1212[c]  -> s_0142[c] + s_1207[c] 	G8BMN3_TETPH	  0.00	   Inf	  0.00
r_0017	s_0148[m] + s_0437[m]  -> s_0006[m] + s_0424[m] + s_0799[m] 	G8BQ16_TETPH	  0.00	   Inf	  0.00
r_0018	s_0176[c] + s_0991[c]  -> s_0180[c] + s_0953[c] 	G8BN12_TETPH or G8BT02_TETPH or G8C1T4_TETPH	  0.00	   Inf	  0.00
r_0019	s_0149[c] + s_0794[c] + s_1212[c]  -> s_0030[c] + s_1207[c] 	G8BVL1_TETPH	  0.00	   Inf	  0.00
r_0024	s_0232[c] + s_0373[c] + s_0803[c]  -> s_0162[c] + s_0529[c] + s_0794[c] 	G8BV76_TETPH or YOR108W	  0.00	   Inf	  0.00
r_0025	s_0233[m] + s_0376[m] + s_0807[m]  -> s_0164[m] + s_0532[m] + s_0799[m] 	G8BV76_TETPH	  0.00	   Inf	  0.00
r_0028	s_0807[m] + s_1273[m] + s_1382[m]  -> s_0174[m] + s_0532[m] + s_0799[m] 	G8C230_TETPH	  0.00	   Inf	  0.00
r_0029	s_0010[c] + s_0794[c]  -> s_0291[c] + s_0456[c] 	YJR148W	  0.00	   Inf	  0.00
r_0032	s_0390[c] + s_0803[c]  -> s_0423[c] + s_1322[c] 	G8C0U8_TETPH	  0.00	   Inf	  0.00
r_0041	s_0231[er] + 2 s_0795[er] + s_1213[er]  -> s_1208[er] + s_1445[er] 	G8C1T9_TETPH	  0.00	   Inf	  0.00
r_0057	s_0054[p] + s_1202[p]  -> s_0257[p] + s_0801[p] + s_1206[p] 	G8BWA6_TETPH	  0.00	   Inf	  0.00
r_0059	s_0009[c] + s_1416[c]  -> s_0217[c] + s_1413[c] 	G8BMZ5_TETPH	  0.00	   Inf	  0.00
r_0062	s_0232[c] + s_0794[c]  -> s_0456[c] + s_0937[c] 	YGR087C or YLR044C or YLR134W	  0.00	   Inf	  0.00
r_0064	s_0056[c] + s_0794[c]  -> s_0166[c] + s_0456[c] 	G8BW21_TETPH or YGR087C or YLR044C or YLR134W	  0.00	   Inf	  0.00
r_0066	s_0515[c] + s_0999[c]  -> s_0269[c] + s_0991[c] 	G8C0P6_TETPH	  0.00	   Inf	  0.00
r_0067	s_0269[c]  -> s_0271[c] + s_0794[c] + s_1399[c] 	G8BNY8_TETPH	  0.00	   Inf	  0.00
r_0068	s_0180[c] + s_0734[c]  -> s_0991[c] + s_1461[c] 	G8BZE1_TETPH	  0.00	   Inf	  0.00
r_0069	s_0264[c] + s_0803[c]  -> s_0285[c] + s_1322[c] 	G8BWH8_TETPH	  0.00	   Inf	  0.00
r_0070	s_0290[m] + s_0807[m]  -> s_0287[m] + s_0532[m] + s_0799[m] 		  0.00	   Inf	  0.00
r_0072	s_0291[c] + s_0794[c]  -> s_0234[c] + s_0456[c] 	G8BW21_TETPH	  0.00	   Inf	  0.00
