gene_IDs	gene_names	K_score
YBR145W	ADH5	1000
YOL086C	ADH1	1000
A0A1G4MFT3_LACFM	PPN1	1000
A0A1G4MJ23_LACFM	SOL4	26.858440535777
A0A1G4MJF1_LACFM	GND2	26.858440535777
YHR163W	SOL3	26.858440535777
A0A1G4MJ94_LACFM	ZWF1	26.858440535777
YGR087C	PDC6	13.644679982359
YLR044C	PDC1	13.644679982359
YLR134W	PDC5	13.644679982359
A0A1G4MCB7_LACFM	PYK2	2.59847817367963
YGR254W	ENO1	2.44005447349506
YHR174W	ENO2	2.44005447349506
A0A1G4M6U4_LACFM	GPM1	2.44005447349506
YMR323W	ERR3	2.44005447349506
YOR393W	ERR1	2.44005447349506
A0A1G4MJD1_LACFM	ERR2	2.44005447349506
A0A1G4MDH0_LACFM	YOR283W	2.44005447349506
A0A1G4MFW4_LACFM	PGK1	1.18935464029068
A0A1G4MA13_LACFM	TDH2	1.18935464029068
A0A1G4MCS9_LACFM	TPI1	1.16767839088613
A0A1G4M956_LACFM	PFK1	1.16176615195206
A0A1G4MFG0_LACFM	FBA1	1.16176615195206
A0A1G4MIB5_LACFM	PGI1	1.03814076202604
YCL040W	GLK1	1.00042317557862
YFR053C	HXK1	1.00042317557862
A0A1G4MGK5_LACFM	HXK2	1.00042317557862
A0A1G4M6F6_LACFM	YLR446W	1.00042317557862
YKR067W	GPT2	0.316446146863547
A0A1G4MA38_LACFM	ALE1	0.316446146863547
A0A1G4MDL3_LACFM	PAH1	0.304638683648778
A0A1G4MI24_LACFM	AQY1	0.294473942356178
A0A1G4M885_LACFM	LPD1	0.258435980219658
A0A1G4MHD8_LACFM	NDI1	0.233332315129231
A0A1G4MC55_LACFM	GDH3	0.231067089722904
YOR375C	GDH1	0.231067089722904
A0A1G4M737_LACFM	RNR2	0.210850236662987
A0A1G4MIG1_LACFM	PET9	0.208592001853067
YBR085W	AAC3	0.208592001853067
YDL085W	NDE2	0.196788560184699
A0A1G4MAZ8_LACFM	NDE1	0.196788560184699
A0A1G4MHP5_LACFM	RNR1	0.19650021864653
YIL066C	RNR3	0.19650021864653
A0A1G4M7Z7_LACFM	SER33	0.184825305721802
A0A1G4M729_LACFM	SER2	0.184825305721802
A0A1G4MA57_LACFM	SER1	0.184825305721802
A0A1G4M7Y1_LACFM	PIC2	0.178886054304552
A0A1G4M749_LACFM	MIR1	0.178886054304552
YLR058C	SHM2	0.17833942345857
YGR204W	ADE3	0.176034741403682
A0A1G4MCK6_LACFM	GCV3	0.174943455975544
A0A1G4MFD8_LACFM	SHM1	0.174943455975544
A0A1G4MCM7_LACFM	GCV1	0.174943455975544
A0A1G4MHF7_LACFM	GNP1	0.174943455975544
A0A1G4M992_LACFM	GCV2	0.174943455975544
A0A1G4MBP8_LACFM	YMC1	0.174943455975544
Lachancea_fermentati@Seq_1916	FDH1	0.174461555310641
