gene_IDs	gene_names	K_score
C5DNE5_LACTC	IPP1	1000
YBR145W	ADH5	1000
C5DBW5_LACTC	PFK1	1000
C5DGT9_LACTC	FBA1	1000
YOL086C	ADH1	1000
C5DK21_LACTC	EMI2	1000
YGR087C	PDC6	17.1481742008506
YLR044C	PDC1	17.1481742008506
YLR134W	PDC5	17.1481742008506
C5DG09_LACTC	PYK2	2.29554778589898
YGR254W	ENO1	2.19284228224357
YHR174W	ENO2	2.19284228224357
C5DMB1_LACTC	GPM1	2.19284228224357
YMR323W	ERR3	2.19284228224357
YOR393W	ERR1	2.19284228224357
C5DD60_LACTC	ERR2	2.19284228224357
C5DF76_LACTC	YOR283W	2.19284228224357
C5E3H6_LACTC	PGK1	2.08190005856388
C5DNB9_LACTC	TDH2	2.08190005856388
YEL047C	FRD1	0.3158680425635
C5DM42_LACTC	SFC1	0.3158680425635
C5DL30_LACTC	Metschnikowia_proteae@Seq_895	0.3158680425635
C5DCY4_LACTC	PSD1	0.314133841299525
C5DNN2_LACTC	SHM1	0.296697749465912
C5DMS2_LACTC	ACS1	0.296697749458571
C5DMM5_LACTC	NCE103	0.296697749458548
C5DK50_LACTC	SAM2	0.296697749458548
C5E2I9_LACTC	HIS7	0.296697749458548
C5E3F8_LACTC	HIS2	0.296697749458548
C5E3M7_LACTC	ERG7	0.296697749458548
C5DET9_LACTC	HIS3	0.296697749458548
C5DCL3_LACTC	YNK1	0.285336073455494
C5DGM9_LACTC	CTP1	0.281611053750371
C5DEG2_LACTC	CDS1	0.272816067784252
C5DLM8_LACTC	CHO1	0.262588902417564
YKR067W	GPT2	0.261903426456433
C5DMD9_LACTC	RKI1	0.249239026197245
C5E1Z3_LACTC	SOL4	0.247341722690038
C5DD65_LACTC	GND2	0.247341722690038
YHR163W	SOL3	0.247341722690038
C5E1X3_LACTC	ZWF1	0.247341722690038
C5DNI7_LACTC	TAL1	0.24731969301666
C5DKN4_LACTC	RPE1	0.246351706486004
C5DLC4_LACTC	TKL2	0.246343808487698
C5DBE7_LACTC	GAL7	0.242728579108841
C5E393_LACTC	GSY1	0.24133373982117
C5DLN2_LACTC	GPH1	0.240880640626116
C5E3P4_LACTC	YHM2	0.236257707959738
C5DDW4_LACTC	PPA2	0.235983522916847
YLR174W	IDP2	0.235842833077393
YDL085W	NDE2	0.231449118936735
C5E3R4_LACTC	NDE1	0.231449118936735
C5DMM8_LACTC	IDH1	0.22633468462976
C5DJB4_LACTC	IDH2	0.22633468462976
C5DIR0_LACTC	PET9	0.210757140222392
YBR085W	AAC3	0.210757140222392
C5DKR9_LACTC	NDI1	0.203512344748415
Lachancea_thermotolerans@Seq_4715	MPC1	0.185252911264116
C5E1Z4_LACTC	MPC3	0.185252911264116
YHR162W	MPC2	0.185252911264116
C5DJP9_LACTC	TGL4	0.184154961371444
C5DFB6_LACTC	SLC1	0.163689646358623
YOR081C	TGL5	0.163689646358623
C5DER4_LACTC	FUM1	0.163689637211695
C5E2N9_LACTC	PDB1	0.15063524509529
C5DN45_LACTC	PDA1	0.15063524509529
C5DCC4_LACTC	PDX1	0.15063524509529
C5DMH5_LACTC	LAT1	0.15063524509529
C5DDR3_LACTC	OSM1	0.150279095827829
C5DDI2_LACTC	MDH1	0.0932811169847824
C5E3E0_LACTC	CIT1	0.0932811169847824
YLR304C	ACO1	0.0932811169847824
C5DBI9_LACTC	LPD1	0.0871297685766744
C5DFY8_LACTC	GCV3	0.0818542865943035
C5DEC3_LACTC	GCV1	0.0818542865943035
C5E278_LACTC	GCV2	0.0818542865943035
C5DMW4_LACTC	KGD2	0
C5DBN4_LACTC	PIC2	0
C5E1Z5_LACTC	LSC2	0
C5DMI7_LACTC	KGD1	0
C5DC80_LACTC	MIR1	0
C5DLP8_LACTC	LSC1	0
C5DL47_LACTC	DNF3	-0
C5DBN9_LACTC	NEO1	-0
YAL026C	DRS2	0
