Rxn name	Formula	Gene-reaction association	LB	UB	Objective
r_0001	s_0025[c] + 2 s_0709[m]  -> 2 s_0710[m] + s_1399[c] 	(C5DQS7_ZYGRC and C5DXI1_ZYGRC) or (C5DQS7_ZYGRC and YJR048W) or (C5DXI1_ZYGRC and YEL071W) or (YEL071W and YJR048W)	  0.00	   Inf	  0.00
r_0002	s_0027[m] + 2 s_0709[m]  -> 2 s_0710[m] + s_1401[m] 	(C5DTK2_ZYGRC and C5DXI1_ZYGRC) or (C5DTK2_ZYGRC and YJR048W)	  0.00	   Inf	  0.00
r_0003	s_0035[c] + s_1198[c]  -> s_0020[c] + s_0794[c] + s_1203[c] 	YAL060W	  0.00	   Inf	  0.00
r_0004	s_0063[c] + 2 s_0709[m]  -> 2 s_0710[m] + s_1399[c] 	(C5DXI1_ZYGRC and C5DS44_ZYGRC) or (YJR048W and C5DS44_ZYGRC)	  0.00	   Inf	  0.00
r_0005	s_1543[c]  -> s_0001[ce] + s_0794[c] + s_1538[c] 	C5DNY0_ZYGRC or YMR306W	  0.00	   Inf	  0.00
r_0006	s_1543[c]  -> s_0004[ce] + s_0794[c] + s_1538[c] 	C5DU14_ZYGRC or YPR159W	  0.00	   Inf	  0.00
r_0014	s_0142[c] + s_0794[c] + s_0803[c]  -> s_0313[c] + s_0419[c] 	C5DR28_ZYGRC	  0.00	   Inf	  0.00
r_0015	s_0141[c] + s_0794[c] + s_1212[c]  -> s_0142[c] + s_1207[c] 	C5DR70_ZYGRC	  0.00	   Inf	  0.00
r_0016	s_0179[m] + s_0799[m] + s_1401[m]  -> s_0039[m] + s_0460[m] 	(C5E4D3_ZYGRC and C5E1C9_ZYGRC) or C5E1C9_ZYGRC	  0.00	   Inf	  0.00
r_0017	s_0148[m] + s_0437[m]  -> s_0006[m] + s_0424[m] + s_0799[m] 	C5DYW0_ZYGRC	  0.00	   Inf	  0.00
r_0018	s_0176[c] + s_0991[c]  -> s_0180[c] + s_0953[c] 	C5DRT1_ZYGRC or C5DT73_ZYGRC or C5E1F8_ZYGRC	  0.00	   Inf	  0.00
r_0019	s_0149[c] + s_0794[c] + s_1212[c]  -> s_0030[c] + s_1207[c] 	C5DU61_ZYGRC	  0.00	   Inf	  0.00
r_0024	s_0232[c] + s_0373[c] + s_0803[c]  -> s_0162[c] + s_0529[c] + s_0794[c] 	C5DRM6_ZYGRC or YOR108W	  0.00	   Inf	  0.00
r_0025	s_0233[m] + s_0376[m] + s_0807[m]  -> s_0164[m] + s_0532[m] + s_0799[m] 	C5DRM6_ZYGRC	  0.00	   Inf	  0.00
r_0028	s_0807[m] + s_1273[m] + s_1382[m]  -> s_0174[m] + s_0532[m] + s_0799[m] 	C5DXE7_ZYGRC	  0.00	   Inf	  0.00
r_0029	s_0010[c] + s_0794[c]  -> s_0291[c] + s_0456[c] 	YJR148W	  0.00	   Inf	  0.00
r_0057	s_0054[p] + s_1202[p]  -> s_0257[p] + s_0801[p] + s_1206[p] 	C5DQN5_ZYGRC	  0.00	   Inf	  0.00
r_0059	s_0009[c] + s_1416[c]  -> s_0217[c] + s_1413[c] 	C5DRW8_ZYGRC	  0.00	   Inf	  0.00
r_0062	s_0232[c] + s_0794[c]  -> s_0456[c] + s_0937[c] 	YGR087C or YLR044C or YLR134W	  0.00	   Inf	  0.00
r_0064	s_0056[c] + s_0794[c]  -> s_0166[c] + s_0456[c] 	C5DQ40_ZYGRC or YGR087C or YLR044C or YLR134W	  0.00	   Inf	  0.00
r_0067	s_0269[c]  -> s_0271[c] + s_0794[c] + s_1399[c] 	C5DVL4_ZYGRC	  0.00	   Inf	  0.00
r_0068	s_0180[c] + s_0734[c]  -> s_0991[c] + s_1461[c] 	C5DNW2_ZYGRC	  0.00	   Inf	  0.00
r_0069	s_0264[c] + s_0803[c]  -> s_0285[c] + s_1322[c] 	C5DVQ5_ZYGRC	  0.00	   Inf	  0.00
r_0070	s_0290[m] + s_0807[m]  -> s_0287[m] + s_0532[m] + s_0799[m] 		  0.00	   Inf	  0.00
r_0072	s_0291[c] + s_0794[c]  -> s_0234[c] + s_0456[c] 	C5DQ40_ZYGRC	  0.00	   Inf	  0.00
r_0076	s_0526[c] + s_0803[c]  -> s_0543[c] + s_1322[c] 	C5E4U5_ZYGRC	  0.00	   Inf	  0.00
