Query ID	Predicted EC number
Saccharomyces_cerevisiae@YHR037W	EC:1.2.1.88
yHMPu5000034952_Citeromyces_siamensis@Seq_9216	EC:3.1.2.6
Saccharomyces_cerevisiae@YPR060C	EC:5.4.99.5
Metschnikowia_hibisci@Seq_1492	EC:2.1.1.86
Saccharomyces_cerevisiae@YNL117W	EC:2.3.3.9
Saccharomyces_cerevisiae@YIR027C	EC:3.5.2.5
Fusarium_graminearum@Seq_8057	EC:1.10.3.2
yHMPu5000035261_Candida_ponderosae@Seq_1239	EC:2.7.11.1
Saccharomyces_cerevisiae@YIR029W	EC:3.5.3.4
yHMPu5000034635_Nadsonia_fulvescens@Seq_5760	EC:2.3.2.27
Saccharomyces_cerevisiae@YAL062W	EC:1.4.1.4
yHMPu5000034661_Dipodascus_albidus@Seq_2732	EC:3.1.1.3
Saccharomyces_cerevisiae@YKR017C	EC:2.3.2.27
Saccharomyces_cerevisiae@YHR011W	EC:6.1.1.11
Saccharomyces_cerevisiae@YOR258W	EC:3.1.11.7
Saccharomyces_cerevisiae@YOR258W	EC:3.1.12.2
Saccharomyces_cerevisiae@YBL039C	EC:6.3.4.2
Schizosaccharomyces_pombe@Seq_4345	EC:2.7.11.1
Saccharomyces_cerevisiae@YKL106W	EC:2.6.1.1
yHAB158_Kazachstania_viticola@Seq_175	EC:2.3.2.27
yHMPu5000034709_Kluyveromyces_aestuarii@Seq_460	EC:2.3.2.27
yHMPu5000035282_Trigonopsis_vinaria@Seq_5234	EC:3.2.1.17
Saccharomyces_cerevisiae@YPL268W	EC:3.1.4.11
Saccharomyces_cerevisiae@YER036C	EC:3.6.3.17
Saccharomyces_cerevisiae@YGR240C	EC:2.7.1.11
yHMPu5000034891_Ogataea_pini@Seq_973	EC:2.7.7.6
Aspergillus_nidulans@Seq_9347	EC:2.1.1.43
yHMPu5000034671_Blastobotrys_peoriensis@Seq_2677	EC:3.2.1.21
yHMPu5000034631_Martiniozyma_abiesophila@Seq_4964	EC:1.8.1.4
Saccharomyces_cerevisiae@YDL052C	EC:2.3.1.51
Saccharomyces_cerevisiae@YNR031C	EC:2.7.11.1
yHMPu5000035675_Kregervanrija_fluxuum@Seq_3844	EC:2.7.7.6
Alloascoidea_hylecoeti@Seq_2814	EC:2.7.11.1
Hanseniaspora_valbyensis@Seq_3565	EC:2.3.2.27
Saccharomyces_cerevisiae@YLR133W	EC:2.7.1.32
Saccharomyces_cerevisiae@YHR007C	EC:1.14.13.70
Ambrosiozyma_monospora@Seq_3329	EC:2.7.7.19
Candida_boidinii_JCM9604@Seq_2252	EC:1.6.5.3
Saccharomyces_cerevisiae@YPL008W	EC:3.6.4.12
yHMPu5000034646_Wickerhamiella_cacticola@Seq_3468	EC:2.7.1.21
Tetrapisispora_blattae@Seq_3613	EC:3.6.4.13
Saccharomyces_cerevisiae@YDR040C	EC:3.6.3.8
Arthrobotrys_oligospora@Seq_6732	EC:2.4.1.64
Saccharomyces_cerevisiae@YJR143C	EC:2.4.1.109
Schizosaccharomyces_pombe@Seq_912	EC:3.1.26.5
Saccharomyces_cerevisiae@YDR291W	EC:3.6.4.13
Neurospora_crassa@Seq_2081	EC:2.3.2.27
Saccharomyces_cerevisiae@YGR270W	EC:3.6.4.3
yHMPu5000035629_Yueomyces_sinensis@Seq_3870	EC:2.7.7.19
Candida_versatilis@Seq_2347	EC:2.7.7.58
Saccharomyces_cerevisiae@YHL011C	EC:2.7.6.1
yHAB134_Kazachstania_turicensis@Seq_2141	EC:2.7.11.24
Metschnikowia_continentalis@Seq_587	EC:4.2.1.130
Saccharomyces_cerevisiae@YIL143C	EC:3.6.4.13
Saccharomyces_cerevisiae@YBR011C	EC:3.6.1.1
Saccharomyces_cerevisiae@YBR236C	EC:2.1.1.56
yHMPu5000034947_Ambrosiozyma_philentoma@Seq_4860	EC:2.7.7.6
Saccharomyces_cerevisiae@YNL129W	EC:2.7.1.22
Saccharomyces_cerevisiae@YDR158W	EC:1.2.1.11
yHMPu5000035703_Cyberlindnera_americana@Seq_1394	EC:2.3.2.27
yHMPu5000034884_Peterozyma_toletana@Seq_52	EC:2.3.2.27
Saccharomyces_cerevisiae@YOL003C	EC:2.3.1.225
Saccharomyces_cerevisiae@YPL001W	EC:2.3.1.48
Saccharomyces_cerevisiae@YGL064C	EC:3.6.4.13
Saccharomyces_cerevisiae@YDR196C	EC:2.7.1.24
Nakaseomyces_nivariensis@Seq_3109	EC:2.3.2.27
yHMPu5000034673_Blastobotrys_nivea@Seq_5527	EC:6.3.5.5
Saccharomyces_cerevisiae@YPL175W	EC:2.4.1.198
yHMPu5000026142_Citeromyces_matritensis@Seq_4700	EC:2.7.7.6
Babjeviella_inositovora@Seq_4921	EC:2.3.2.27
yHMPu5000034952_Citeromyces_siamensis@Seq_6362	EC:3.1.3.48
Nadsonia_fulvescens_var_elongata@Seq_2711	EC:5.3.4.1
Fusarium_graminearum@Seq_6693	EC:2.7.11.11
yHMPu5000035261_Candida_ponderosae@Seq_5403	EC:1.9.3.1
Spathaspora_girioi@Seq_2115	EC:3.6.4.12
Sclerotinia_sclerotiorum@Seq_229	EC:3.1.1.74
Saccharomyces_cerevisiae@YDR435C	EC:2.1.1.233
yHMPu5000034749_Lipomyces_mesembrius@Seq_5641	EC:2.3.2.27
Spathaspora_hagerdaliae@Seq_3871	EC:2.7.4.8
Saccharomyces_cerevisiae@YLL040C	EC:3.6.4.12
Saccharomyces_cerevisiae@YLL040C	EC:2.7.7.48
yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1751	EC:2.4.2.2
yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1751	EC:2.4.2.15
yHMPu5000034631_Martiniozyma_abiesophila@Seq_8927	EC:2.7.11.1
Saccharomyces_cerevisiae@YHR106W	EC:1.8.1.9
yHMPu5000034950_Citeromyces_hawaiiensis@Seq_4189	EC:2.3.2.27
Saccharomyces_cerevisiae@YPL104W	EC:6.1.1.12
Saccharomyces_cerevisiae@YGL065C	EC:2.4.1.257
Saccharomyces_cerevisiae@YGL065C	EC:2.4.1.132
yHMPu5000034950_Citeromyces_hawaiiensis@Seq_4491	EC:3.1.2.12
Alloascoidea_hylecoeti@Seq_1771	EC:4.1.1.65
yHMPu5000034952_Citeromyces_siamensis@Seq_10958	EC:3.1.26.5
Saccharomyces_cerevisiae@YNR027W	EC:2.7.1.35
Botrytis_cinerea@Seq_8789	EC:2.7.7.48
yHMPu5000034952_Citeromyces_siamensis@Seq_12426	EC:3.6.4.13
Botrytis_cinerea@Seq_1614	EC:3.1.1.74
Fusarium_graminearum@Seq_9039	EC:2.3.2.27
yHMPu5000034760_Lipomyces_kononenkoae@Seq_2048	EC:2.1.1.37
Saccharomyces_cerevisiae@YNR050C	EC:1.5.1.10
yHMPu5000035243_Zygoascus_meyerae@Seq_3463	EC:2.3.2.27
yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_1550	EC:2.3.2.27
Coccidioides_immitis@Seq_3658	EC:3.1.26.5
Saccharomyces_cerevisiae@YCR036W	EC:2.7.1.15
Nadsonia_fulvescens_var_elongata@Seq_5652	EC:2.7.12.2
Alloascoidea_hylecoeti@Seq_9151	EC:1.6.2.2
yHMPu5000034950_Citeromyces_hawaiiensis@Seq_3319	EC:2.7.11.22
Saccharomyces_cerevisiae@YNL247W	EC:6.1.1.16
Saccharomyces_cerevisiae@YPL116W	EC:3.5.1.98
yHMPu5000026274_Komagataella_populi@Seq_2009	EC:1.1.3.13
yHMPu5000034655_Botryozyma_nematodophila@Seq_5243	EC:3.4.19.12
Schizosaccharomyces_pombe@Seq_4644	EC:4.1.1.65
Saccharomyces_cerevisiae@YNL331C	EC:1.1.1.91
yHMPu5000034883_Peterozyma_xylosa@Seq_4581	EC:2.3.1.255
Saccharomyces_cerevisiae@YOL058W	EC:6.3.4.5
yHMPu5000034631_Martiniozyma_abiesophila@Seq_9028	EC:2.7.11.1
yHMPu5000034661_Dipodascus_albidus@Seq_3233	EC:3.1.26.4
yHMPu5000034760_Lipomyces_kononenkoae@Seq_1189	EC:1.1.1.21
yHMPu5000035696_Hanseniaspora_singularis@Seq_4371	EC:1.6.5.3
Saccharomyces_cerevisiae@YMR220W	EC:2.7.4.2
Saccharomyces_cerevisiae@YER123W	EC:2.7.11.1
Saccharomyces_cerevisiae@YNL200C	EC:5.1.99.6
yHMPu5000034671_Blastobotrys_peoriensis@Seq_2754	EC:3.2.1.14
Saccharomyces_cerevisiae@YHR113W	EC:3.4.11.21
Alloascoidea_hylecoeti@Seq_4686	EC:2.7.7.6
Metschnikowia_bowlesiae@Seq_1012	EC:2.3.2.23
Saccharomyces_cerevisiae@YCL030C	EC:1.1.1.23
Saccharomyces_cerevisiae@YCL030C	EC:3.6.1.31
Saccharomyces_cerevisiae@YCL030C	EC:3.5.4.19
yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_7159	EC:2.3.2.27
Saccharomyces_cerevisiae@YBR252W	EC:3.6.1.23
Spathaspora_arborariae@Seq_2390	EC:1.15.1.1
Botrytis_cinerea@Seq_7005	EC:5.2.1.8
Wickerhamomyces_anomalus@Seq_3211	EC:2.7.7.7
yHMPu5000041822_Dipodascus_geniculatus@Seq_6176	EC:1.6.5.3
Saccharomyces_cerevisiae@YLL026W	EC:3.6.4.12
Saccharomyces_cerevisiae@YOR184W	EC:2.6.1.52
Saccharomyces_cerevisiae@YKL216W	EC:1.3.98.1
yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_3802	EC:2.3.2.27
Coccidioides_immitis@Seq_4917	EC:3.4.24.39
Schizosaccharomyces_pombe@Seq_3324	EC:2.7.11.1
Neurospora_crassa@Seq_10027	EC:2.7.13.3
Spathaspora_girioi@Seq_5190	EC:2.7.7.1
Neurospora_crassa@Seq_9747	EC:2.3.2.27
Cyberlindnera_fabianii_JCM3601@Seq_414	EC:1.15.1.1
yHMPu5000034635_Nadsonia_fulvescens@Seq_6316	EC:1.6.5.3
Sclerotinia_sclerotiorum@Seq_12853	EC:2.7.7.6
Saccharomyces_cerevisiae@YLR087C	EC:2.7.7.48
yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_1039	EC:2.7.11.1
Aspergillus_nidulans@Seq_4640	EC:3.6.4.12
Aspergillus_nidulans@Seq_4640	EC:6.2.1.3
Coccidioides_immitis@Seq_6398	EC:2.7.11.1
Candida_infanticola@Seq_3373	EC:2.7.11.1
Saccharomyces_cerevisiae@YNL036W	EC:4.2.1.1
Coccidioides_immitis@Seq_2475	EC:1.3.1.32
Saccharomyces_cerevisiae@YOR210W	EC:2.7.7.6
yHMPu5000034673_Blastobotrys_nivea@Seq_1287	EC:3.1.3.16
Saccharomyces_cerevisiae@YDR032C	EC:1.6.5.2
yHMPu5000034952_Citeromyces_siamensis@Seq_12302	EC:4.3.1.19
Saccharomyces_cerevisiae@YJR138W	EC:2.7.7.6
Saccharomyces_cerevisiae@YDR036C	EC:3.1.2.4
Saccharomyces_cerevisiae@YOR157C	EC:3.4.25.1
yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_162	EC:2.3.2.27
Tetrapisispora_phaffii@Seq_4367	EC:2.2.1.2
Schizosaccharomyces_pombe@Seq_644	EC:1.1.1.49
Alloascoidea_hylecoeti@Seq_1041	EC:2.7.11.1
Coccidioides_immitis@Seq_7734	EC:1.6.5.11
yHMPu5000034979_Cyberlindnera_misumaiensis@Seq_3908	EC:3.1.26.5
Saccharomyces_cerevisiae@YHL032C	EC:2.7.1.30
yHMPu5000034952_Citeromyces_siamensis@Seq_12034	EC:1.3.5.1
Spathaspora_girioi@Seq_5849	EC:1.6.5.3
Saccharomyces_cerevisiae@YPR160W	EC:2.4.1.1
Saccharomyces_cerevisiae@YOL059W	EC:1.1.1.8
yHMPu5000034952_Citeromyces_siamensis@Seq_12268	EC:2.3.1.51
yHMPu5000034947_Ambrosiozyma_philentoma@Seq_816	EC:4.2.2.2
Saccharomyces_kudriavzevii@Seq_3287	EC:2.7.7.6
Wickerhamiella_domercqiae@Seq_2920	EC:4.1.2.13
Kuraishia_capsulata@Seq_3160	EC:4.6.1.17
Kuraishia_capsulata@Seq_3160	EC:4.1.99.22
Saccharomyces_cerevisiae@YML125C	EC:1.6.2.2
Schizosaccharomyces_pombe@Seq_3063	EC:2.3.2.27
Saccharomyces_cerevisiae@YER042W	EC:1.8.4.11
Saccharomyces_cerevisiae@YKL069W	EC:1.8.4.14
Aspergillus_nidulans@Seq_4111	EC:2.7.11.1
