Rxn name	Formula	Gene-reaction association	LB	UB	Objective
r_0001	s_0025[c] + 2 s_0709[m]  -> 2 s_0710[m] + s_1399[c] 	(W0TC20_KLUMD and W0TBU7_KLUMD) or (W0TC20_KLUMD and YJR048W) or (W0TBU7_KLUMD and YEL071W) or (YEL071W and YJR048W)	  0.00	   Inf	  0.00
r_0002	s_0027[m] + 2 s_0709[m]  -> 2 s_0710[m] + s_1401[m] 	(W0TFC1_KLUMD and W0TBU7_KLUMD) or (W0TFC1_KLUMD and YJR048W)	  0.00	   Inf	  0.00
r_0003	s_0035[c] + s_1198[c]  -> s_0020[c] + s_0794[c] + s_1203[c] 	YAL060W	  0.00	   Inf	  0.00
r_0004	s_0063[c] + 2 s_0709[m]  -> 2 s_0710[m] + s_1399[c] 	(W0TBU7_KLUMD and W0T5A6_KLUMD) or (YJR048W and W0T5A6_KLUMD)	  0.00	   Inf	  0.00
r_0006	s_1543[c]  -> s_0004[ce] + s_0794[c] + s_1538[c] 	W0T5W7_KLUMD or YPR159W	  0.00	   Inf	  0.00
r_0014	s_0142[c] + s_0794[c] + s_0803[c]  -> s_0313[c] + s_0419[c] 	W0TER8_KLUMD	  0.00	   Inf	  0.00
r_0015	s_0141[c] + s_0794[c] + s_1212[c]  -> s_0142[c] + s_1207[c] 	W0TDQ2_KLUMD	  0.00	   Inf	  0.00
r_0017	s_0148[m] + s_0437[m]  -> s_0006[m] + s_0424[m] + s_0799[m] 	W0T3X7_KLUMD	  0.00	   Inf	  0.00
r_0018	s_0176[c] + s_0991[c]  -> s_0180[c] + s_0953[c] 	W0T9X1_KLUMD or W0T517_KLUMD or W0TD28_KLUMD	  0.00	   Inf	  0.00
r_0019	s_0149[c] + s_0794[c] + s_1212[c]  -> s_0030[c] + s_1207[c] 	W0T8X9_KLUMD	  0.00	   Inf	  0.00
r_0024	s_0232[c] + s_0373[c] + s_0803[c]  -> s_0162[c] + s_0529[c] + s_0794[c] 	W0TE03_KLUMD or YOR108W	  0.00	   Inf	  0.00
r_0025	s_0233[m] + s_0376[m] + s_0807[m]  -> s_0164[m] + s_0532[m] + s_0799[m] 	W0TE03_KLUMD	  0.00	   Inf	  0.00
r_0028	s_0807[m] + s_1273[m] + s_1382[m]  -> s_0174[m] + s_0532[m] + s_0799[m] 	W0TFA8_KLUMD	  0.00	   Inf	  0.00
r_0029	s_0010[c] + s_0794[c]  -> s_0291[c] + s_0456[c] 	YJR148W	  0.00	   Inf	  0.00
r_0032	s_0390[c] + s_0803[c]  -> s_0423[c] + s_1322[c] 	W0TDX5_KLUMD	  0.00	   Inf	  0.00
r_0041	s_0231[er] + 2 s_0795[er] + s_1213[er]  -> s_1208[er] + s_1445[er] 	W0TCG4_KLUMD	  0.00	   Inf	  0.00
r_0057	s_0054[p] + s_1202[p]  -> s_0257[p] + s_0801[p] + s_1206[p] 	W0TJE4_KLUMD	  0.00	   Inf	  0.00
r_0059	s_0009[c] + s_1416[c]  -> s_0217[c] + s_1413[c] 	W0T836_KLUMD	  0.00	   Inf	  0.00
r_0062	s_0232[c] + s_0794[c]  -> s_0456[c] + s_0937[c] 	YGR087C or YLR044C or YLR134W	  0.00	   Inf	  0.00
r_0064	s_0056[c] + s_0794[c]  -> s_0166[c] + s_0456[c] 	W0TEZ4_KLUMD or YGR087C or YLR044C or YLR134W	  0.00	   Inf	  0.00
r_0066	s_0515[c] + s_0999[c]  -> s_0269[c] + s_0991[c] 	W0TGU3_KLUMD	  0.00	   Inf	  0.00
r_0067	s_0269[c]  -> s_0271[c] + s_0794[c] + s_1399[c] 	W0T4W9_KLUMD	  0.00	   Inf	  0.00
r_0068	s_0180[c] + s_0734[c]  -> s_0991[c] + s_1461[c] 	W0T9B9_KLUMD	  0.00	   Inf	  0.00
r_0069	s_0264[c] + s_0803[c]  -> s_0285[c] + s_1322[c] 	W0TAG0_KLUMD	  0.00	   Inf	  0.00
r_0070	s_0290[m] + s_0807[m]  -> s_0287[m] + s_0532[m] + s_0799[m] 		  0.00	   Inf	  0.00
r_0072	s_0291[c] + s_0794[c]  -> s_0234[c] + s_0456[c] 	W0TEZ4_KLUMD	  0.00	   Inf	  0.00
r_0076	s_0526[c] + s_0803[c]  -> s_0543[c] + s_1322[c] 	W0TCZ9_KLUMD	  0.00	   Inf	  0.00
r_0078	s_0803[c] + s_1545[c]  -> s_1322[c] + s_1556[c] 	W0TCZ9_KLUMD	  0.00	   Inf	  0.00
r_0079	s_0301[c] + s_0434[c] + s_0803[c] + s_0999[c]  -> s_0302[c] + s_0394[c] + s_0794[c] + s_0991[c] + s_1322[c] 	W0TBC7_KLUMD	  0.00	   Inf	  0.00
r_0082	s_0318[c] + s_0803[c]  -> 2 s_0794[c] + s_1158[c] + s_1322[c] 	W0TAY9_KLUMD	  0.00	   Inf	  0.00
r_0084	s_0319[c] + s_0434[c]  -> s_0304[c] + s_0394[c] + s_1322[c] 	W0T403_KLUMD	  0.00	   Inf	  0.00
r_0085	s_0323[c] + s_1012[c]  -> s_1029[c] + s_1486[c] 	W0TKF9_KLUMD	  0.00	   Inf	  0.00
r_0086	s_1423[c]  -> s_0311[c] + s_0803[c] 	W0TE93_KLUMD	  0.00	   Inf	  0.00
r_0090	s_0434[c] + s_0557[c]  -> s_0394[c] + s_0442[c] + s_0794[c] 	W0TJY0_KLUMD or W0TED9_KLUMD	  0.00	   Inf	  0.00
r_0091	s_0335[c] + s_0803[c]  -> s_0340[c] + s_0794[c] 	W0T4I6_KLUMD or YHR163W	  0.00	   Inf	  0.00
r_0094	s_0955[c] + s_1368[c]  -> s_0352[c] + s_0456[c] + s_0529[c] + 4 s_0794[c] 	YAR069W-A or YHR214W-F	  0.00	   Inf	  0.00
r_0095	2 s_0359[c]  -> s_0020[c] 	YGR087C or YLR044C or YLR134W	  0.00	   Inf	  0.00
r_0099	s_0376[m] + s_1845[m]  -> s_0372[m] + s_0532[m] 	W0T619_KLUMD	  0.00	   Inf	  0.00
r_0100	s_0250[p] + s_0534[p]  -> s_0378[p] + s_1305[p] 	W0T6J0_KLUMD	  0.00	   Inf	  0.00
r_0101	s_0243[p] + s_0534[p]  -> s_0378[p] + s_1482[p] 	W0T6J0_KLUMD	  0.00	   Inf	  0.00
r_0102	s_0253[p] + s_0534[p]  -> s_0378[p] + s_1179[p] 	W0T6J0_KLUMD	  0.00	   Inf	  0.00
r_0103	2 s_0373[c]  -> s_0367[c] + s_0529[c] 	W0THR7_KLUMD	  0.00	   Inf	  0.00
r_0104	2 s_0376[m]  -> s_0370[m] + s_0532[m] 	W0THR7_KLUMD	  0.00	   Inf	  0.00
r_0105	s_0257[p] + s_0534[p]  -> s_0378[p] + s_1076[p] 	W0T6J0_KLUMD	  0.00	   Inf	  0.00
r_0106	s_0239[p] + s_0534[p]  -> s_0378[p] + s_1258[p] 	W0T6J0_KLUMD	  0.00	   Inf	  0.00
r_0107	s_0247[p] + s_0534[p]  -> s_0378[p] + s_0605[p] 	W0T6J0_KLUMD	  0.00	   Inf	  0.00
r_0108	s_0376[m] + s_0437[m] + s_0447[m]  -> s_0397[m] + s_0799[m] + s_1104[m] + s_1326[m] 	YMR207C	  0.00	   Inf	  0.00
r_0109	s_0373[c] + s_0434[c] + s_0445[c]  -> s_0394[c] + s_0794[c] + s_1101[c] + s_1322[c] 	W0TEP9_KLUMD and W0TEH6_KLUMD	  0.00	   Inf	  0.00
r_0111	s_0376[m] + s_0807[m]  -> s_0365[m] + s_0532[m] + s_0799[m] 	W0T518_KLUMD	  0.00	   Inf	  0.00
r_0114	s_0366[n] + s_0438[n] + s_0533[n]  -> s_0377[n] + s_0425[n] + s_0637[n] 	YLR153C	  0.00	   Inf	  0.00
r_0115	s_0437[m] + s_1192[m]  -> s_0397[m] + s_1191[m] 	W0TG27_KLUMD	  0.00	   Inf	  0.00
r_0116	s_0715[e] + s_0805[e]  -> s_1324[e] + s_1406[e] 	YBR093C or YAR071W or YBR092C or YHR215W	  0.00	   Inf	  0.00
r_0117	s_0174[m]  -> s_0012[m] 	W0THL5_KLUMD	  0.00	   Inf	  0.00
r_0118	s_0145[m] + s_0993[m]  -> s_0182[m] + s_1182[m] 	W0TIQ0_KLUMD	  0.00	   Inf	  0.00
r_0119	s_0532[m] + s_0807[m]  -> s_0392[m] + 2 s_0799[m] + s_1308[m] 	W0T978_KLUMD	  0.00	   Inf	  0.00
r_0120	s_0605[p] + s_1279[p]  -> s_0840[p] + s_1507[p] 	W0T7C7_KLUMD	  0.00	   Inf	  0.00
r_0121	s_1076[p] + s_1279[p]  -> s_0840[p] + s_1510[p] 	W0T7C7_KLUMD	  0.00	   Inf	  0.00
r_0122	s_0819[p] + s_1279[p]  -> s_0840[p] + s_1513[p] 	W0T7C7_KLUMD	  0.00	   Inf	  0.00
r_0123	s_1279[p] + s_1305[p]  -> s_0823[p] + s_0840[p] 	W0T7C7_KLUMD	  0.00	   Inf	  0.00
r_0124	s_1279[p] + s_1457[p]  -> s_0840[p] + s_1516[p] 	W0T7C7_KLUMD	  0.00	   Inf	  0.00
r_0125	s_1179[p] + s_1279[p]  -> s_0840[p] + s_1519[p] 	W0T7C7_KLUMD	  0.00	   Inf	  0.00
r_0126	s_2821[erm] + s_3432[erm]  -> s_2785[erm] + s_3433[erm] 	YCR048W	  0.00	   Inf	  0.00
r_0127	s_2821[erm] + s_3441[erm]  -> s_2785[erm] + s_3442[erm] 	YCR048W or W0T8N7_KLUMD	  0.00	   Inf	  0.00
r_0128	s_2821[erm] + s_3435[erm]  -> s_2785[erm] + s_3436[erm] 	YCR048W	  0.00	   Inf	  0.00
r_0129	s_2821[erm] + s_3438[erm]  -> s_2785[erm] + s_3439[erm] 	YCR048W	  0.00	   Inf	  0.00
r_0130	s_2821[erm] + s_3444[erm]  -> s_2785[erm] + s_3445[erm] 	YCR048W	  0.00	   Inf	  0.00
r_0131	s_2819[erm] + s_3432[erm]  -> s_2785[erm] + s_3434[erm] 	YCR048W	  0.00	   Inf	  0.00
r_0132	s_2819[erm] + s_3441[erm]  -> s_2785[erm] + s_3443[erm] 	YCR048W or W0T8N7_KLUMD	  0.00	   Inf	  0.00
r_0133	s_2819[erm] + s_3435[erm]  -> s_2785[erm] + s_3437[erm] 	YCR048W	  0.00	   Inf	  0.00
r_0134	s_2819[erm] + s_3438[erm]  -> s_2785[erm] + s_3440[erm] 	YCR048W	  0.00	   Inf	  0.00
r_0135	s_2819[erm] + s_3444[erm]  -> s_2785[erm] + s_3446[erm] 	YCR048W	  0.00	   Inf	  0.00
r_0139	s_0383[c] + s_1386[c]  -> s_0423[c] + s_0633[c] 	W0TCS1_KLUMD	  0.00	   Inf	  0.00
r_0142	s_0386[c] + s_0434[c]  -> s_0394[c] + s_0423[c] + s_0794[c] 	W0TF72_KLUMD	  0.00	   Inf	  0.00
r_0143	s_0423[c] + s_0794[c] + s_0803[c]  -> s_0419[c] + s_0849[c] 	W0TE06_KLUMD	  0.00	   Inf	  0.00
r_0146	s_0352[c] + s_1416[c]  -> s_0341[c] + s_1412[c] 	W0TGQ8_KLUMD	  0.00	   Inf	  0.00
r_0147	s_0434[c]  -> s_0192[c] + s_0633[c] 	W0T7C4_KLUMD	  0.00	   Inf	  0.00
r_0155	s_0131[c] + s_0794[c] + s_0803[c]  -> s_0389[c] 	W0T783_KLUMD	  0.00	   Inf	  0.00
r_0156	s_0779[c] + s_0955[c]  -> s_1003[c] + s_1399[c] 	W0T562_KLUMD	  0.00	   Inf	  0.00
r_0158	s_0169[c] + s_0373[c]  -> s_0172[c] + s_0529[c] 	W0T8X1_KLUMD or YOR377W	  0.00	   Inf	  0.00
r_0159	s_0373[c] + s_0680[c]  -> s_0529[c] + s_0685[c] 	W0T8X1_KLUMD or YOR377W	  0.00	   Inf	  0.00
r_0160	s_0373[c] + s_0929[c]  -> s_0529[c] + s_0927[c] 	W0T8X1_KLUMD or YOR377W	  0.00	   Inf	  0.00
r_0161	s_0373[c] + s_0932[c]  -> s_0529[c] + s_0935[c] 	W0T8X1_KLUMD or YOR377W	  0.00	   Inf	  0.00
r_0162	s_0185[c] + s_0373[c]  -> s_0529[c] + s_1316[c] 	W0T8X1_KLUMD or YOR377W	  0.00	   Inf	  0.00
r_0163	s_0680[c] + s_1198[c]  -> s_0359[c] + s_0794[c] + s_1203[c] 	YMR303C	  0.00	   Inf	  0.00
r_0164	s_0570[c] + s_0794[c] + s_1212[c]  -> s_0765[c] + s_1207[c] 	YDR368W or W0T4K1_KLUMD	  0.00	   Inf	  0.00
r_0165	s_0361[m] + s_0799[m] + s_1205[m]  -> s_0682[m] + s_1200[m] 	W0TG45_KLUMD	  0.00	   Inf	  0.00
r_0167	s_0168[m] + s_0799[m] + s_1205[m]  -> s_0171[m] + s_1200[m] 	W0TG45_KLUMD	  0.00	   Inf	  0.00
r_0168	s_0166[c] + s_0794[c] + s_1212[c]  -> s_0169[c] + s_1207[c] 	W0TGY9_KLUMD or YDR368W or YMR318C	  0.00	   Inf	  0.00
r_0170	s_0799[m] + s_1205[m] + s_1320[m]  -> s_0187[m] + s_1200[m] 	W0TG45_KLUMD	  0.00	   Inf	  0.00
r_0171	s_0794[c] + s_1212[c] + s_1318[c]  -> s_0185[c] + s_1207[c] 	W0TGY9_KLUMD or YMR318C	  0.00	   Inf	  0.00
r_0172	s_0208[c] + s_0803[c] + s_1198[c]  -> s_0441[c] + 2 s_0794[c] + s_1203[c] 	W0T710_KLUMD or YMR169C or W0T8I5_KLUMD	  0.00	   Inf	  0.00
r_0173	s_0359[c] + s_0803[c] + s_1207[c]  -> s_0362[c] + 2 s_0794[c] + s_1212[c] 	YPL061W	  0.00	   Inf	  0.00
r_0174	s_0361[m] + s_0807[m] + s_1200[m]  -> s_0365[m] + 2 s_0799[m] + s_1205[m] 	YOR374W	  0.00	   Inf	  0.00
r_0175	s_0361[m] + s_0807[m] + s_1210[m]  -> s_0365[m] + 2 s_0799[m] + s_1214[m] 	W0TCX8_KLUMD or YOR374W	  0.00	   Inf	  0.00
r_0176	s_0807[m] + s_0852[m] + s_1200[m]  -> 2 s_0799[m] + s_0854[m] + s_1205[m] 	YOR374W	  0.00	   Inf	  0.00
r_0177	s_0803[c] + s_0850[c] + s_1207[c]  -> 2 s_0794[c] + s_0853[c] + s_1212[c] 	YPL061W	  0.00	   Inf	  0.00
r_0178	s_0807[m] + s_0852[m] + s_1210[m]  -> 2 s_0799[m] + s_0854[m] + s_1214[m] 	W0TCX8_KLUMD or YOR374W	  0.00	   Inf	  0.00
r_0180	s_0236[m] + s_0799[m] + s_1205[m]  -> s_0931[m] + s_1200[m] 	W0TG45_KLUMD	  0.00	   Inf	  0.00
r_0181	s_0234[c] + s_0794[c] + s_1212[c]  -> s_0929[c] + s_1207[c] 	W0TGY9_KLUMD or YMR318C	  0.00	   Inf	  0.00
r_0183	s_0799[m] + s_0939[m] + s_1205[m]  -> s_0934[m] + s_1200[m] 	W0TG45_KLUMD	  0.00	   Inf	  0.00
r_0184	s_0794[c] + s_0937[c] + s_1212[c]  -> s_0932[c] + s_1207[c] 	W0TGY9_KLUMD or YMR318C	  0.00	   Inf	  0.00
r_0185	s_0803[c] + s_1198[c] + s_1318[c]  -> 2 s_0794[c] + s_1203[c] + s_1321[c] 	YMR169C or W0T8I5_KLUMD	  0.00	   Inf	  0.00
r_0187	s_0799[m] + s_0852[m] + s_1205[m]  -> s_1200[m] + s_1531[m] 	W0TG45_KLUMD	  0.00	   Inf	  0.00
r_0189	s_0405[c] + s_0803[c]  -> s_1552[c] + s_1555[c] 	W0TCK2_KLUMD	  0.00	   Inf	  0.00
r_0190	s_0407[c] + s_0803[c]  -> s_0405[c] + s_0794[c] 	W0T6W8_KLUMD	  0.00	   Inf	  0.00
r_0191	3 s_0794[c] + s_0803[c] + s_1554[c]  -> 2 s_0419[c] + 2 s_0456[c] 	W0TC72_KLUMD	  0.00	   Inf	  0.00
r_0192	s_0444[g] + s_0744[g]  -> s_0414[g] + s_0740[g] + s_0797[g] 	W0T6F3_KLUMD or W0TC05_KLUMD or W0T310_KLUMD or YKR061W or W0TH95_KLUMD or W0TI79_KLUMD	  0.00	   Inf	  0.00
r_0194	s_0803[c] + s_1520[c]  -> 2 s_0563[c] 	YDR001C	  0.00	   Inf	  0.00
r_0198	s_0803[c] + s_1105[c]  -> 2 s_0563[c] 	YBR299W or YGR287C or YGR292W or YIL172C or YJL221C	  0.00	   Inf	  0.00
r_0200	s_0418[c] + s_0803[c] + s_1275[c]  -> s_0419[c] + s_0837[c] + s_1151[c] 		  0.00	   Inf	  0.00
r_0201	s_0275[m] + s_0807[m] + s_1200[m]  -> s_0738[m] + 2 s_0799[m] + s_1205[m] 	YOR374W	  0.00	   Inf	  0.00
r_0202	s_0427[c] + s_1386[c]  -> s_0633[c] + s_1187[c] 	W0T5M3_KLUMD	  0.00	   Inf	  0.00
r_0203	s_0515[c] + s_0999[c]  -> s_0427[c] + s_0794[c] + s_0991[c] + s_1399[c] 	W0TGZ5_KLUMD and W0TB78_KLUMD	  0.00	   Inf	  0.00
r_0205	s_0794[c] + s_0963[c] + s_1212[c]  -> s_0961[c] + s_1207[c] 	W0T4K1_KLUMD	  0.00	   Inf	  0.00
r_0207	s_0015[c]  -> s_0725[c] + s_0965[c] 	YHR018C	  0.00	   Inf	  0.00
r_0208	s_0434[c] + s_0973[c] + s_0979[c]  -> s_0015[c] + s_0423[c] + s_0633[c] + s_0794[c] 	W0T2L5_KLUMD	  0.00	   Inf	  0.00
r_0209	s_0434[c] + s_0965[c] + s_1583[c]  -> s_0423[c] + s_0428[c] + s_0633[c] 	YDR341C	  0.00	   Inf	  0.00
r_0210	s_0437[m] + s_0967[m] + s_1584[m]  -> s_0424[m] + s_0429[m] + s_0636[m] 	Kluyveromyces_marxianus@Seq_3259	  0.00	   Inf	  0.00
r_0211	s_0434[c] + s_0803[c] + s_0973[c] + s_0999[c]  -> s_0423[c] + s_0633[c] + s_0794[c] + s_0969[c] + s_0991[c] 	YGR124W or W0TIZ7_KLUMD	  0.00	   Inf	  0.00
r_0212	s_0434[c] + s_0969[c] + s_1585[c]  -> s_0423[c] + s_0430[c] + s_0633[c] 	W0T3S7_KLUMD	  0.00	   Inf	  0.00
r_0213	s_0437[m] + s_0971[m] + s_1586[m]  -> s_0424[m] + s_0431[m] + s_0636[m] 	W0T5U7_KLUMD	  0.00	   Inf	  0.00
r_0214	s_0455[c] + s_0973[c]  -> s_0794[c] + s_1194[c] + s_1322[c] 	W0TK04_KLUMD	  0.00	   Inf	  0.00
r_0218	s_0184[p] + s_0976[p]  -> s_0995[p] + s_1274[p] 	W0T8Z5_KLUMD	  0.00	   Inf	  0.00
r_0219	s_0295[c] + s_0794[c] + s_1212[c]  -> s_0978[c] + s_1207[c] + s_1322[c] 	W0TBX9_KLUMD	  0.00	   Inf	  0.00
r_0220	s_0434[c] + s_0973[c] + s_1587[c]  -> s_0423[c] + s_0432[c] + s_0633[c] 	W0T3Y8_KLUMD	  0.00	   Inf	  0.00
r_0221	s_0437[m] + s_0975[m] + s_1588[m]  -> s_0424[m] + s_0433[m] + s_0636[m] 	W0T8M0_KLUMD	  0.00	   Inf	  0.00
r_0222	s_0394[c] + s_0434[c] + s_0794[c]  -> s_1282[c] + s_1322[c] 	W0T264_KLUMD	  0.00	   Inf	  0.00
r_0223	s_0394[c] + s_0785[c] + s_0794[c]  -> s_1284[c] + s_1322[c] 	YCL050C	  0.00	   Inf	  0.00
r_0224	s_0739[c] + s_0785[c] + s_0794[c]  -> s_1283[c] + s_1322[c] 	YCL050C	  0.00	   Inf	  0.00
r_0225	s_0434[c] + s_1386[c]  -> s_0326[c] + s_0633[c] 	W0T9R9_KLUMD	  0.00	   Inf	  0.00
r_0227	s_0434[c] + s_0803[c]  -> s_0394[c] + s_0796[e] + s_1322[c] 	W0TC99_KLUMD	  0.00	   Inf	  0.00
r_0228	s_0743[c] + s_1184[c]  -> s_0443[c] + s_0739[c] 	W0THQ3_KLUMD	  0.00	   Inf	  0.00
r_0229	s_0612[c] + s_1371[c]  -> s_0451[c] + 2 s_0794[c] 	W0T4K8_KLUMD	  0.00	   Inf	  0.00
r_0230	s_0434[c] + s_0451[c] + s_0794[c]  -> s_0453[c] + s_0633[c] 	W0TEP9_KLUMD	  0.00	   Inf	  0.00
r_0231	s_0262[c] + s_0794[c] + s_1212[c]  -> s_0122[c] + s_1207[c] 	W0TG18_KLUMD	  0.00	   Inf	  0.00
r_0233	s_0664[c] + s_0794[c] + s_1212[c] + s_1275[c]  -> s_0662[c] + 2 s_0803[c] + s_1207[c] 	W0TF60_KLUMD	  0.00	   Inf	  0.00
r_0234	s_1207[c] + s_1578[c]  -> s_0456[c] + s_0794[c] + s_1212[c] + s_1579[c] 	W0T9G1_KLUMD	  0.00	   Inf	  0.00
r_0235	s_0297[c] + s_1198[c]  -> s_0209[c] + s_0456[c] + s_0794[c] + s_1203[c] 	W0T9G1_KLUMD	  0.00	   Inf	  0.00
r_0238	s_0296[c] + s_0794[c] + s_1212[c] + s_1275[c]  -> s_0803[c] + s_1207[c] + s_1576[c] 	W0TD26_KLUMD	  0.00	   Inf	  0.00
r_0239	s_0794[c] + s_1212[c] + s_1275[c] + s_1576[c]  -> 2 s_0803[c] + s_1207[c] + s_1577[c] 	W0TD26_KLUMD	  0.00	   Inf	  0.00
r_0240	s_0794[c] + s_1212[c] + s_1275[c] + s_1577[c]  -> s_0803[c] + s_1207[c] + s_1578[c] 	W0TD26_KLUMD	  0.00	   Inf	  0.00
r_0241	s_0122[c] + 3 s_0794[c] + 3 s_1212[c] + 3 s_1275[c]  -> s_0297[c] + 4 s_0803[c] + 3 s_1207[c] 	W0TD26_KLUMD	  0.00	   Inf	  0.00
r_0242	s_0657[c] + s_0794[c] + s_1212[c] + s_1275[c]  -> s_0664[c] + 2 s_0803[c] + s_1207[c] 	W0T7I0_KLUMD	  0.00	   Inf	  0.00
r_0243	s_0700[c]  -> s_0657[c] 	W0TF99_KLUMD	  0.00	   Inf	  0.00
r_0244	s_0663[er] + s_0795[er] + s_1213[er]  -> s_0667[er] + s_1208[er] 	W0TAM6_KLUMD	  0.00	   Inf	  0.00
r_0249	s_0286[c] + s_1231[c]  -> s_0633[c] + 2 s_0794[c] + s_1230[c] 	W0T732_KLUMD and W0TF58_KLUMD	  0.00	   Inf	  0.00
r_0250	2 s_0434[c] + s_0445[c] + s_0803[c] + s_0999[c]  -> 2 s_0394[c] + s_0455[c] + 2 s_0794[c] + s_0991[c] + s_1322[c] 	W0TK04_KLUMD and YJR109C and W0TD58_KLUMD	  0.00	   Inf	  0.00
r_0252	s_0021[c] + s_0373[c]  -> s_0529[c] + s_1235[c] 	W0T462_KLUMD or W0TEE2_KLUMD	  0.00	   Inf	  0.00
r_0253	s_0024[p] + s_0378[p]  -> s_0534[p] + s_1237[p] 	W0TCX6_KLUMD	  0.00	   Inf	  0.00
r_0254	s_0532[m] + s_1236[m]  -> s_0023[m] + s_0376[m] 	W0TCX6_KLUMD	  0.00	   Inf	  0.00
r_0256	2 s_0840[p]  -> 2 s_0809[p] + s_1279[p] 	W0TF45_KLUMD	  0.00	   Inf	  0.00
r_0259	s_0475[er] + s_0795[er] + s_1213[er] + s_1276[er]  -> s_0481[er] + s_0804[er] + s_1208[er] 	W0T8H6_KLUMD	  0.00	   Inf	  0.00
r_0261	s_0478[er] + s_0795[er] + s_1213[er] + s_1276[er]  -> s_0484[er] + s_0804[er] + s_1208[er] 	W0T8H6_KLUMD	  0.00	   Inf	  0.00
r_0263	s_1445[er] + s_1480[er]  -> s_0475[er] + s_0530[er] + s_0795[er] 	(YHL003C and W0T3D7_KLUMD) or (W0T8J8_KLUMD and W0T3D7_KLUMD)	  0.00	   Inf	  0.00
r_0264	s_0817[er] + s_1445[er]  -> s_0478[er] + s_0530[er] + s_0795[er] 	(YHL003C and W0T3D7_KLUMD) or (W0T8J8_KLUMD and W0T3D7_KLUMD)	  0.00	   Inf	  0.00
r_0265	s_1366[er] + s_1480[er]  -> s_0481[er] + s_0530[er] + s_0795[er] 	(YHL003C and W0T3D7_KLUMD) or (W0T8J8_KLUMD and W0T3D7_KLUMD)	  0.00	   Inf	  0.00
r_0266	s_0817[er] + s_1366[er]  -> s_0484[er] + s_0530[er] + s_0795[er] 	(YHL003C and W0T3D7_KLUMD) or (W0T8J8_KLUMD and W0T3D7_KLUMD)	  0.00	   Inf	  0.00
r_0271	s_0509[c] + s_0803[c]  -> s_0362[c] + s_0510[ce] + s_0794[c] 	YLR307W or W0T979_KLUMD	  0.00	   Inf	  0.00
r_0272	s_1544[c]  -> s_0509[c] + s_0794[c] + s_1538[c] 	W0T5D7_KLUMD or YBR038W or W0TBP1_KLUMD	  0.00	   Inf	  0.00
r_0273	s_0434[c] + s_0512[c]  -> s_0394[c] + s_0514[c] + s_0794[c] 	W0TEA1_KLUMD	  0.00	   Inf	  0.00
r_0274	s_0514[c] + s_0539[c] + s_0794[c]  -> s_0469[c] + s_0633[c] 	W0TF09_KLUMD	  0.00	   Inf	  0.00
r_0280	s_0517[m] + s_0807[m]  -> s_0941[m] 	YLR304C	  0.00	   Inf	  0.00
r_0300	s_0376[m] + s_0807[m] + s_1273[m]  -> s_0524[m] + s_0532[m] + s_0799[m] 	W0T673_KLUMD or W0TFA8_KLUMD	  0.00	   Inf	  0.00
r_0301	s_0378[p] + s_0809[p] + s_1274[p]  -> s_0525[p] + s_0534[p] + s_0801[p] 	YCR005C	  0.00	   Inf	  0.00
r_0302	s_0524[m]  -> s_0517[m] + s_0807[m] 	YLR304C	  0.00	   Inf	  0.00
r_0303	s_0522[c]  -> s_0516[c] + s_0803[c] 	YLR304C	  0.00	   Inf	  0.00
r_0304	s_0538[c] + 2 s_0794[c] + s_1275[c]  -> 2 s_0456[c] + 2 s_0803[c] + s_1384[c] 	W0TDD9_KLUMD	  0.00	   Inf	  0.00
r_0308	s_0803[c] + s_0980[c]  -> s_0419[c] + s_1012[c] + s_1399[c] 	W0T870_KLUMD	  0.00	   Inf	  0.00
r_0310	s_0803[c] + s_0980[c]  -> s_0178[c] + s_0419[c] + s_0981[c] 	W0T5D8_KLUMD	  0.00	   Inf	  0.00
r_0311	s_0981[c] + s_1233[c]  -> s_0362[c] + s_0794[c] + s_0980[c] 	YJR130C	  0.00	   Inf	  0.00
r_0312	s_0841[c] + s_1234[c]  -> s_0362[c] + s_0794[c] + s_0981[c] 	W0T8A1_KLUMD	  0.00	   Inf	  0.00
r_0313	s_0434[c] + s_0981[c] + s_1589[c]  -> s_0423[c] + s_0542[c] + s_0633[c] 	W0T6N9_KLUMD	  0.00	   Inf	  0.00
r_0318	s_0545[c] + s_0794[c] + s_0803[c]  -> s_0419[c] + s_1550[c] 	W0TGY4_KLUMD	  0.00	   Inf	  0.00
r_0319	s_0547[c] + s_1275[c]  -> s_0607[c] + s_0837[c] 	W0TIY0_KLUMD	  0.00	   Inf	  0.00
r_0320	s_0548[c] + s_1198[c]  -> s_0547[c] + s_0794[c] + s_1203[c] 	W0TE16_KLUMD	  0.00	   Inf	  0.00
r_0321	s_0548[c] + s_1207[c]  -> s_0547[c] + s_0794[c] + s_1212[c] 	YBR149W	  0.00	   Inf	  0.00
r_0323	s_0561[c] + s_1198[c]  -> s_0553[c] + s_0794[c] + s_1203[c] 	YDL246C or W0TE32_KLUMD	  0.00	   Inf	  0.00
r_0326	s_0589[c] + s_0794[c] + s_0803[c]  -> s_0419[c] + s_0654[c] 	W0T704_KLUMD	  0.00	   Inf	  0.00
