"s1"	"s2"	"similirity"
"Alloascoidea_hylecoeti"	"Ambrosiozyma_kashinagacola"	0.883841661258923
"Alloascoidea_hylecoeti"	"Ambrosiozyma_monospora"	0.880154639175258
"Alloascoidea_hylecoeti"	"Arthrobotrys_oligospora"	0.788577704557935
"Alloascoidea_hylecoeti"	"Arxula_adeninivorans"	0.880633373934227
"Alloascoidea_hylecoeti"	"Ascoidea_asiatica"	0.873129472999349
"Alloascoidea_hylecoeti"	"Ascoidea_rubescens"	0.862385321100917
"Alloascoidea_hylecoeti"	"Ashbya_aceri"	0.812788398154252
"Alloascoidea_hylecoeti"	"Aspergillus_nidulans"	0.755705394190871
"Alloascoidea_hylecoeti"	"Babjeviella_inositovora"	0.897208121827411
"Alloascoidea_hylecoeti"	"Botrytis_cinerea"	0.721189591078067
"Alloascoidea_hylecoeti"	"Brettanomyces_anomalus"	0.879502292075966
"Alloascoidea_hylecoeti"	"Candida_albicans"	0.874442319949012
"Alloascoidea_hylecoeti"	"Candida_apicola"	0.85640362225097
"Alloascoidea_hylecoeti"	"Candida_arabinofermentans"	0.881859264041317
"Alloascoidea_hylecoeti"	"Candida_auris"	0.85970531710442
"Alloascoidea_hylecoeti"	"Candida_boidinii_JCM9604"	0.870926517571885
"Alloascoidea_hylecoeti"	"Candida_carpophila"	0.836116264687693
"Alloascoidea_hylecoeti"	"Candida_dubliniensis"	0.876913265306122
"Alloascoidea_hylecoeti"	"Candida_glabrata"	0.80943025540275
"Alloascoidea_hylecoeti"	"Candida_homilentoma"	0.874680306905371
"Alloascoidea_hylecoeti"	"Candida_infanticola"	0.863577863577864
"Alloascoidea_hylecoeti"	"Candida_intermedia"	0.865336658354115
"Alloascoidea_hylecoeti"	"Candida_orthopsilosis"	0.857052498418722
"Alloascoidea_hylecoeti"	"Candida_parapsilosis"	0.852922690131993
"Alloascoidea_hylecoeti"	"Candida_sojae"	0.805950840879689
"Alloascoidea_hylecoeti"	"Candida_sorboxylosa"	0.836494440810988
"Alloascoidea_hylecoeti"	"Candida_succiphila"	0.882047958522359
"Alloascoidea_hylecoeti"	"Candida_tanzawaensis"	0.879299156391953
"Alloascoidea_hylecoeti"	"Candida_tenuis"	0.853551225644249
"Alloascoidea_hylecoeti"	"Candida_tropicalis"	0.886451612903226
"Alloascoidea_hylecoeti"	"Candida_versatilis"	0.850273889227024
"Alloascoidea_hylecoeti"	"Clavispora_lusitaniae"	0.865519439133206
"Alloascoidea_hylecoeti"	"Coccidioides_immitis"	0.781009879253567
"Alloascoidea_hylecoeti"	"Cyberlindnera_fabianii_JCM3601"	0.874606175173283
"Alloascoidea_hylecoeti"	"Cyberlindnera_jadinii"	0.862609786700125
"Alloascoidea_hylecoeti"	"Debaryomyces_hansenii"	0.862430598396052
"Alloascoidea_hylecoeti"	"Dekkera_bruxellensis"	0.870045484080572
"Alloascoidea_hylecoeti"	"Eremothecium_coryli"	0.80236375574524
"Alloascoidea_hylecoeti"	"Eremothecium_cymbalariae"	0.804476629361422
"Alloascoidea_hylecoeti"	"Eremothecium_gossypii"	0.816152330925804
"Alloascoidea_hylecoeti"	"Eremothecium_sinecaudum"	0.787557908669755
"Alloascoidea_hylecoeti"	"Fusarium_graminearum"	0.730399595346485
"Alloascoidea_hylecoeti"	"Geotrichum_candidum"	0.882352941176471
"Alloascoidea_hylecoeti"	"Hanseniaspora_uvarum"	0.734385272846811
"Alloascoidea_hylecoeti"	"Hanseniaspora_valbyensis"	0.743252139565504
"Alloascoidea_hylecoeti"	"Hanseniaspora_vinae"	0.781639344262295
