"rxnID"	"Occur_num"
"MNXR95786"	333
"MNXR106335"	343
"MNXR96455"	342
"MNXR95163"	318
"MNXR102428"	343
"MNXR100245"	338
"MNXR95628"	192
"MNXR106342"	157
"MNXR106343"	240
"MNXR101350"	317
"MNXR103095"	343
"MNXR103430"	342
"MNXR96043"	342
"MNXR100658"	342
"MNXR96131"	343
"MNXR102054"	289
"MNXR95444"	343
"MNXR100289"	339
"MNXR100097"	342
"MNXR106388"	343
"MNXR101888"	343
"MNXR101861"	333
"MNXR101882"	343
"MNXR106392"	343
"MNXR106395"	343
"MNXR100291"	339
"MNXR100098"	342
"MNXR96129"	343
"MNXR95435"	329
"MNXR95450"	343
"MNXR97762"	335
"MNXR100482"	187
"MNXR95841"	343
"MNXR106405"	338
"MNXR96884"	343
"MNXR101931"	343
"MNXR101935"	341
"MNXR106413"	342
"MNXR105118"	343
"MNXR101933"	343
"MNXR99209"	289
"MNXR95501"	329
"MNXR103361"	331
"MNXR101407"	342
"MNXR95455"	333
"MNXR95824"	343
"MNXR102037"	175
"MNXR95456"	343
"MNXR96340"	248
"MNXR96321"	277
"MNXR95482"	342
"MNXR95886"	327
"MNXR95492"	343
"MNXR106427"	334
"MNXR106428"	334
"MNXR103371"	342
"MNXR102425"	343
"MNXR101446"	336
"MNXR104339"	342
"MNXR104338"	259
"MNXR95271"	343
"MNXR95363"	341
"MNXR95413"	343
"MNXR105304"	343
"MNXR95194"	343
"MNXR100277"	343
"MNXR100085"	343
"MNXR103352"	343
"MNXR100086"	343
"MNXR102200"	331
"MNXR100024"	343
"MNXR100030"	343
"MNXR97678"	343
"MNXR95698"	342
"MNXR95259"	343
"MNXR95942"	322
"MNXR106443"	343
"MNXR100781"	343
"MNXR105305"	343
"MNXR105306"	343
"MNXR106445"	341
"MNXR100446"	336
"MNXR103355"	343
"MNXR102438"	343
"MNXR106451"	326
"MNXR105070"	289
"MNXR100022"	342
"MNXR105057"	256
"MNXR106455"	153
"MNXR100612"	343
"MNXR99471"	340
"MNXR105307"	343
"MNXR101928"	343
"MNXR96119"	341
"MNXR100144"	343
"MNXR102043"	343
"MNXR103099"	333
"MNXR101439"	343
"MNXR102391"	342
"MNXR106485"	343
"MNXR96920"	343
"MNXR95268"	66
"MNXR96079"	343
"MNXR100352"	301
"MNXR95618"	335
"MNXR100364"	335
"MNXR102148"	115
"MNXR106519"	328
"MNXR100455"	343
"MNXR102052"	340
"MNXR105308"	343
"MNXR100460"	342
"MNXR104637"	343
"MNXR100463"	343
"MNXR105091"	222
"MNXR101347"	341
"MNXR100338"	71
"MNXR100789"	335
"MNXR96085"	343
"MNXR96056"	239
"MNXR96077"	322
"MNXR100136"	343
"MNXR100450"	340
"MNXR96322"	277
"MNXR95159"	330
"MNXR102034"	175
"MNXR97047"	343
"MNXR97041"	340
"MNXR96559"	343
"MNXR102053"	289
"MNXR105173"	339
"MNXR97042"	339
"MNXR99475"	250
"MNXR99615"	109
"MNXR104357"	342
"MNXR104240"	337
"MNXR95393"	334
"MNXR103429"	319
"MNXR95945"	342
"MNXR106581"	343
"MNXR106582"	343
"MNXR102045"	343
"MNXR101936"	341
"MNXR96944"	343
"MNXR96945"	343
"MNXR96485"	343
"MNXR96059"	342
"MNXR103260"	339
"MNXR104504"	318
"MNXR104361"	318
"MNXR106595"	343
"MNXR103159"	342
"MNXR104272"	191
"MNXR104886"	321
"MNXR105310"	343
"MNXR106622"	308
"MNXR97932"	343
"MNXR102055"	289
"MNXR102220"	335
"MNXR95377"	232
"MNXR102209"	334
"MNXR104944"	308
"MNXR95958"	334
"MNXR106646"	255
"MNXR102631"	343
"MNXR103264"	343
"MNXR101665"	214
"MNXR106650"	213
"MNXR102301"	343
"MNXR106651"	343
"MNXR100782"	340
"MNXR95749"	343
"MNXR95750"	343
"MNXR104540"	343
"MNXR104541"	343
"MNXR104237"	342
"MNXR100331"	340
"MNXR100892"	343
"MNXR102056"	340
"MNXR101941"	338
"MNXR106654"	343
"MNXR105000"	343
"MNXR95219"	342
"MNXR95726"	333
"MNXR104833"	339
"MNXR95725"	343
"MNXR102421"	343
"MNXR106666"	342
"MNXR106668"	343
"MNXR106670"	335
"MNXR99905"	160
"MNXR106675"	343
"MNXR105149"	332
"MNXR106681"	299
"MNXR96994"	343
"MNXR104638"	326
"MNXR104242"	326
"MNXR96458"	82
"MNXR95695"	342
"MNXR99907"	342
"MNXR104925"	185
"MNXR99894"	287
"MNXR99876"	342
"MNXR100348"	323
"MNXR99875"	318
"MNXR106715"	343
"MNXR104650"	343
"MNXR100614"	343
"MNXR104283"	292
"MNXR101375"	343
"MNXR96986"	284
"MNXR96993"	210
"MNXR100074"	342
"MNXR96990"	343
"MNXR97007"	343
"MNXR95828"	343
"MNXR95748"	343
"MNXR95862"	338
"MNXR101662"	213
"MNXR103101"	205
"MNXR106753"	343
"MNXR106754"	343
"MNXR95195"	333
"MNXR101666"	213
"MNXR97402"	343
"MNXR104809"	343
"MNXR97401"	343
"MNXR104810"	343
"MNXR99670"	285
"MNXR106759"	338
"MNXR99672"	343
"MNXR100142"	343
"MNXR105090"	223
"MNXR102528"	343
"MNXR100807"	343
"MNXR100885"	339
"MNXR102032"	175
"MNXR105162"	340
"MNXR102190"	338
"MNXR105142"	341
"MNXR105177"	339
"MNXR105163"	339
"MNXR105164"	339
"MNXR96927"	322
"MNXR95844"	343
"MNXR95843"	343
"MNXR100946"	306
"MNXR106774"	259
"MNXR106779"	325
"MNXR104714"	342
"MNXR95217"	79
"MNXR104384"	315
"MNXR97012"	334
"MNXR106783"	272
"MNXR106784"	333
"MNXR106788"	321
"MNXR97361"	338
"MNXR106789"	156
"MNXR104918"	342
"MNXR106791"	336
"MNXR96702"	342
"MNXR95261"	138
"MNXR100410"	342
"MNXR95709"	338
"MNXR100327"	343
"MNXR95711"	338
"MNXR106802"	343
"MNXR106804"	341
"MNXR106807"	332
"MNXR106808"	279
"MNXR106809"	343
"MNXR106810"	343
"MNXR104940"	338
"MNXR100040"	341
"MNXR106812"	343
"MNXR99459"	343
"MNXR99464"	343
"MNXR96132"	339
"MNXR100287"	342
"MNXR95842"	335
"MNXR96208"	343
"MNXR106816"	265
"MNXR105161"	303
"MNXR99705"	343
"MNXR95493"	340
"MNXR99707"	338
"MNXR95948"	343
"MNXR96229"	342
"MNXR99985"	224
"MNXR106821"	338
"MNXR100003"	338
"MNXR97776"	343
"MNXR106834"	343
"MNXR100796"	305
"MNXR102030"	334
"MNXR100783"	343
"MNXR100830"	343
"MNXR100752"	343
"MNXR95495"	342
"MNXR101940"	340
"MNXR97145"	342
"MNXR95554"	285
"MNXR100587"	340
"MNXR106847"	340
"MNXR106849"	342
"MNXR95302"	333
"MNXR95196"	343
"MNXR100839"	220
"MNXR101570"	193
"MNXR101579"	192
"MNXR101574"	193
"MNXR106867"	342
"MNXR100879"	337
"MNXR96230"	342
"MNXR101750"	341
"MNXR101749"	343
"MNXR100330"	343
"MNXR101752"	343
"MNXR101702"	328
"MNXR100381"	175
"MNXR100409"	343
"MNXR100383"	341
"MNXR100384"	341
"MNXR100078"	327
"MNXR102303"	338
"MNXR102302"	338
"MNXR106892"	343
"MNXR106899"	303
"MNXR99131"	255
"MNXR95375"	335
"MNXR95301"	333
"MNXR99153"	343
"MNXR104347"	343
"MNXR96469"	343
"MNXR104382"	315
"MNXR97019"	288
"MNXR106905"	127
"MNXR106916"	343
"MNXR106918"	343
"MNXR106920"	343
"MNXR106921"	342
"MNXR103938"	340
"MNXR106923"	323
"MNXR95384"	343
"MNXR95386"	343
"MNXR95795"	343
"MNXR102543"	332
"MNXR106941"	150
"MNXR106947"	343
"MNXR103123"	334
"MNXR103152"	343
"MNXR100325"	340
"MNXR106966"	343
"MNXR96080"	343
"MNXR102137"	341
"MNXR101745"	342
"MNXR106971"	343
"MNXR106974"	50
"MNXR101425"	322
"MNXR105257"	182
"MNXR105261"	342
"MNXR106991"	343
"MNXR107008"	342
"MNXR107009"	343
"MNXR104846"	343
"MNXR97969"	223
"MNXR100411"	342
"MNXR100472"	333
"MNXR105083"	280
"MNXR102538"	342
"MNXR102527"	341
"MNXR100328"	322
"MNXR102547"	343
"MNXR107037"	109
"MNXR103432"	342
"MNXR100389"	343
"MNXR104083"	340
"MNXR107048"	143
"MNXR96117"	343
"MNXR97172"	339
"MNXR97177"	339
"MNXR102232"	207
"MNXR95432"	274
"MNXR103343"	335
"MNXR102035"	175
"MNXR107067"	54
"MNXR107081"	343
"MNXR107082"	68
"MNXR94998"	63
"MNXR95863"	329
"MNXR95376"	343
"MNXR101421"	343
"MNXR105255"	324
"MNXR107105"	343
"MNXR95186"	338
"MNXR101748"	343
"MNXR97512"	343
"MNXR97185"	339
"MNXR102033"	175
"MNXR97053"	340
"MNXR100464"	335
"MNXR101032"	322
"MNXR107121"	343
"MNXR100066"	343
"MNXR107129"	343
"MNXR103366"	311
"MNXR107137"	88
"MNXR103367"	335
"MNXR103363"	335
"MNXR96709"	343
"MNXR96708"	338
"MNXR95440"	343
"MNXR107140"	188
"MNXR101909"	341
"MNXR103122"	341
"MNXR100353"	343
"MNXR100390"	252
"MNXR100310"	343
"MNXR107157"	338
"MNXR107158"	342
"MNXR100747"	88
"MNXR105229"	88
"MNXR100737"	341
"MNXR100735"	343
"MNXR100734"	343
"MNXR100736"	343
"MNXR100741"	343
"MNXR100284"	343
"MNXR104287"	338
"MNXR107177"	343
"MNXR107178"	327
"MNXR107179"	341
"MNXR101729"	342
"MNXR101382"	342
"MNXR97218"	343
"MNXR104715"	341
"MNXR99461"	343
"MNXR104869"	343
"MNXR107197"	150
"MNXR102049"	340
"MNXR96118"	341
"MNXR95613"	342
"MNXR103347"	337
"MNXR107211"	313
"MNXR102231"	342
"MNXR97351"	339
"MNXR96686"	335
"MNXR105262"	305
"MNXR105340"	343
"MNXR95387"	343
"MNXR103362"	330
"MNXR95860"	335
"MNXR107234"	342
"MNXR96956"	340
"MNXR94818"	343
"MNXR107239"	341
"MNXR102234"	341
"MNXR95160"	342
"MNXR107241"	343
"MNXR96446"	63
"MNXR95949"	341
"MNXR107248"	340
"MNXR99596"	341
"MNXR100947"	300
"MNXR100613"	343
"MNXR102038"	175
"MNXR103346"	337
"MNXR100565"	64
"MNXR107257"	343
"MNXR94991"	343
"MNXR95133"	342
"MNXR97428"	343
"MNXR99634"	343
"MNXR104766"	343
"MNXR104060"	343
"MNXR104062"	343
"MNXR102376"	332
"MNXR104064"	343
"MNXR107280"	312
"MNXR107281"	317
"MNXR96794"	314
"MNXR102539"	341
"MNXR102498"	340
"MNXR107288"	343
"MNXR107290"	343
"MNXR107292"	343
"MNXR107293"	341
"MNXR96611"	341
"MNXR95248"	332
"MNXR95528"	165
"MNXR107304"	342
"MNXR102036"	175
"MNXR97320"	343
"MNXR97326"	339
"MNXR97807"	343
"MNXR101937"	341
"MNXR97804"	340
"MNXR102048"	343
"MNXR97808"	339
"MNXR97811"	339
"MNXR105160"	335
"MNXR97822"	341
"MNXR104889"	342
"MNXR102028"	175
"MNXR105225"	88
"MNXR105144"	295
"MNXR105228"	88
"MNXR107309"	336
"MNXR107310"	342
"MNXR107311"	336
"MNXR103412"	343
"MNXR103439"	343
"MNXR107323"	88
"MNXR104901"	311
"MNXR104823"	342
"MNXR105243"	342
"MNXR103345"	337
"MNXR107340"	343
"MNXR107349"	318
"MNXR99582"	63
"MNXR96228"	342
"MNXR107370"	191
"MNXR107386"	63
"MNXR96811"	342
"MNXR97399"	343
"MNXR97400"	343
"MNXR97403"	343
"MNXR107398"	343
"MNXR107400"	343
"MNXR101495"	341
"MNXR106954"	343
"MNXR107407"	225
"MNXR107411"	65
"MNXR101010"	338
"MNXR107415"	146
"MNXR97432"	117
"MNXR102221"	338
"MNXR95388"	340
"MNXR96039"	343
"MNXR103048"	335
"MNXR102011"	335
"MNXR103349"	337
"MNXR99614"	338
"MNXR99668"	143
"MNXR104236"	342
"MNXR107441"	342
"MNXR101970"	342
"MNXR104069"	284
"MNXR101939"	341
"MNXR97206"	339
"MNXR101938"	340
"MNXR97823"	339
"MNXR100722"	343
"MNXR100715"	343
"MNXR107468"	73
"MNXR104929"	73
"MNXR97200"	339
"MNXR97821"	339
"MNXR104996"	298
"MNXR96926"	334
"MNXR96215"	260
"MNXR102248"	343
"MNXR96943"	343
"MNXR104379"	341
"MNXR104378"	341
"MNXR95767"	320
"MNXR107497"	174
"MNXR107498"	319
"MNXR95161"	343
"MNXR97759"	301
"MNXR104365"	336
"MNXR107527"	322
"MNXR97779"	333
"MNXR102345"	332
"MNXR100594"	342
"MNXR97818"	335
"MNXR100293"	62
"MNXR107539"	62
"MNXR103357"	330
"MNXR107552"	315
"MNXR95149"	298
"MNXR100355"	340
"MNXR95715"	338
"MNXR95743"	343
"MNXR95742"	343
"MNXR95813"	316
"MNXR107566"	342
"MNXR95191"	343
"MNXR97076"	273
"MNXR103344"	335
"MNXR107577"	240
"MNXR96237"	343
"MNXR96238"	343
"MNXR99460"	343
"MNXR107584"	343
"MNXR107585"	343
"MNXR107586"	343
