Experiment_id	Model_id	Essential_status
YALI0C16434g	Yarrowia_lipolytica@Seq_4742	E
YALI0D24409g	Yarrowia_lipolytica@Seq_1679	E
YALI0B16104g	Yarrowia_lipolytica@Seq_3599	E
YALI0D21530g	Yarrowia_lipolytica@Seq_4358	E
YALI0B05368g	Yarrowia_lipolytica@Seq_5209	E
YALI0B08184g	Yarrowia_lipolytica@Seq_4033	E
YALI0E27203g	Yarrowia_lipolytica@Seq_5436	E
YALI0F16896g	Yarrowia_lipolytica@Seq_2873	E
YALI0F12639g	Yarrowia_lipolytica@Seq_5905	E
YALI0C00209g	Yarrowia_lipolytica@Seq_4240	E
YALI0D27126g	Yarrowia_lipolytica@Seq_5404	E
YALI0D04741g	Yarrowia_lipolytica@Seq_4409	E
YALI0E24013g	Yarrowia_lipolytica@Seq_4762	E
YALI0C10901g	Yarrowia_lipolytica@Seq_2521	E
YALI0B07447g	Yarrowia_lipolytica@Seq_4811	E
YALI0B03630g	Yarrowia_lipolytica@Seq_891	E
YALI0D03333g	Yarrowia_lipolytica@Seq_5986	E
YALI0F31735g	Yarrowia_lipolytica@Seq_4454	E
YALI0B17336g	Yarrowia_lipolytica@Seq_4498	E
YALI0F11759g	Yarrowia_lipolytica@Seq_5982	E
YALI0B21428g	Yarrowia_lipolytica@Seq_1133	E
YALI0F05632g	Yarrowia_lipolytica@Seq_6340	E
YALI0B16038g	Yarrowia_lipolytica@Seq_56	E
YALI0E06193g	Yarrowia_lipolytica@Seq_6296	E
YALI0D20152g	Yarrowia_lipolytica@Seq_1013	E
YALI0A13387g	Yarrowia_lipolytica@Seq_143	E
YALI0E03146g	Yarrowia_lipolytica@Seq_8	E
YALI0E29579g	Yarrowia_lipolytica@Seq_6321	E
YALI0D26367g	Yarrowia_lipolytica@Seq_4786	E
YALI0B14399g	Yarrowia_lipolytica@Seq_4452	E
YALI0D14894g	Yarrowia_lipolytica@Seq_6036	E
YALI0A02310g	Yarrowia_lipolytica@Seq_2900	E
YALI0E06061g	Yarrowia_lipolytica@Seq_4079	E
YALI0F20328g	Yarrowia_lipolytica@Seq_3043	E
YALI0D04378g	Yarrowia_lipolytica@Seq_5280	E
YALI0C05170g	Yarrowia_lipolytica@Seq_889	E
YALI0E05049g	Yarrowia_lipolytica@Seq_4379	E
YALI0E01254g	Yarrowia_lipolytica@Seq_2206	E
YALI0E33957g	Yarrowia_lipolytica@Seq_4259	E
YALI0A15950g	Yarrowia_lipolytica@Seq_4007	E
YALI0F05192g	Yarrowia_lipolytica@Seq_3987	E
