Rxn name	Formula	Gene-reaction association	LB	UB	Objective
r_0001	s_0025[c] + 2 s_0709[m]  -> 2 s_0710[m] + s_1399[c] 	(C4R697_KOMPG and C4R6L9_KOMPG) or (C4R697_KOMPG and YJR048W) or (C4R6L9_KOMPG and YEL071W) or (YEL071W and YJR048W)	  0.00	   Inf	  0.00
r_0002	s_0027[m] + 2 s_0709[m]  -> 2 s_0710[m] + s_1401[m] 	(C4R586_KOMPG and C4R6L9_KOMPG) or (C4R586_KOMPG and YJR048W)	  0.00	   Inf	  0.00
r_0004	s_0063[c] + 2 s_0709[m]  -> 2 s_0710[m] + s_1399[c] 	(C4R6L9_KOMPG and C4R7D1_KOMPG) or (YJR048W and C4R7D1_KOMPG)	  0.00	   Inf	  0.00
r_0006	s_1543[c]  -> s_0004[ce] + s_0794[c] + s_1538[c] 	C4R839_KOMPG or YPR159W	  0.00	   Inf	  0.00
r_0014	s_0142[c] + s_0794[c] + s_0803[c]  -> s_0313[c] + s_0419[c] 	C4QVM8_KOMPG	  0.00	   Inf	  0.00
r_0015	s_0141[c] + s_0794[c] + s_1212[c]  -> s_0142[c] + s_1207[c] 	C4R3P7_KOMPG	  0.00	   Inf	  0.00
r_0017	s_0148[m] + s_0437[m]  -> s_0006[m] + s_0424[m] + s_0799[m] 	C4R281_KOMPG	  0.00	   Inf	  0.00
r_0018	s_0176[c] + s_0991[c]  -> s_0180[c] + s_0953[c] 	C4QYW2_KOMPG or C4QYZ3_KOMPG or C4R366_KOMPG	  0.00	   Inf	  0.00
r_0024	s_0232[c] + s_0373[c] + s_0803[c]  -> s_0162[c] + s_0529[c] + s_0794[c] 	C4R0L3_KOMPG or YOR108W	  0.00	   Inf	  0.00
r_0025	s_0233[m] + s_0376[m] + s_0807[m]  -> s_0164[m] + s_0532[m] + s_0799[m] 	C4R0L3_KOMPG	  0.00	   Inf	  0.00
r_0026	s_0294[c] + s_0991[c]  -> s_0180[c] + s_1029[c] 	C4R7A5_KOMPG or YJR148W or C4QYZ3_KOMPG or C4R6Z7_KOMPG	  0.00	   Inf	  0.00
r_0029	s_0010[c] + s_0794[c]  -> s_0291[c] + s_0456[c] 	YJR148W	  0.00	   Inf	  0.00
r_0030	s_0011[m] + s_0799[m]  -> s_0292[m] + s_0460[m] 	C4R7A5_KOMPG	  0.00	   Inf	  0.00
r_0032	s_0390[c] + s_0803[c]  -> s_0423[c] + s_1322[c] 	C4R107_KOMPG	  0.00	   Inf	  0.00
r_0041	s_0231[er] + 2 s_0795[er] + s_1213[er]  -> s_1208[er] + s_1445[er] 	C4QXK6_KOMPG	  0.00	   Inf	  0.00
r_0057	s_0054[p] + s_1202[p]  -> s_0257[p] + s_0801[p] + s_1206[p] 	C4R1Q7_KOMPG	  0.00	   Inf	  0.00
r_0059	s_0009[c] + s_1416[c]  -> s_0217[c] + s_1413[c] 	C4R482_KOMPG	  0.00	   Inf	  0.00
r_0062	s_0232[c] + s_0794[c]  -> s_0456[c] + s_0937[c] 	YGR087C or YLR044C or YLR134W	  0.00	   Inf	  0.00
r_0064	s_0056[c] + s_0794[c]  -> s_0166[c] + s_0456[c] 	C4R3T2_KOMPG or YGR087C or YLR044C or YLR134W	  0.00	   Inf	  0.00
r_0067	s_0269[c]  -> s_0271[c] + s_0794[c] + s_1399[c] 	C4R7E6_KOMPG	  0.00	   Inf	  0.00
r_0068	s_0180[c] + s_0734[c]  -> s_0991[c] + s_1461[c] 	C4R8L1_KOMPG	  0.00	   Inf	  0.00
r_0069	s_0264[c] + s_0803[c]  -> s_0285[c] + s_1322[c] 	C4R059_KOMPG	  0.00	   Inf	  0.00
r_0070	s_0290[m] + s_0807[m]  -> s_0287[m] + s_0532[m] + s_0799[m] 		  0.00	   Inf	  0.00
r_0072	s_0291[c] + s_0794[c]  -> s_0234[c] + s_0456[c] 	C4R3T2_KOMPG	  0.00	   Inf	  0.00
r_0074	s_0279[c] + s_0434[c] + 2 s_0794[c]  -> s_0263[c] + s_0394[c] + s_0803[c] 	Komagataella_pastoris@Seq_1519	  0.00	   Inf	  0.00
r_0075	s_0303[c] + s_1322[c]  -> s_0383[c] + s_1422[c] 	Komagataella_pastoris@Seq_2179	  0.00	   Inf	  0.00
r_0076	s_0526[c] + s_0803[c]  -> s_0543[c] + s_1322[c] 	C4QVB7_KOMPG or C4R1F9_KOMPG	  0.00	   Inf	  0.00
r_0077	s_0803[c] + s_0849[c]  -> s_0856[c] + s_1322[c] 	Komagataella_pastoris@Seq_3716	  0.00	   Inf	  0.00
r_0078	s_0803[c] + s_1545[c]  -> s_1322[c] + s_1556[c] 	C4QVB7_KOMPG or C4R1F9_KOMPG	  0.00	   Inf	  0.00
